cart_id,user_id,cart_state,total_price
1001010,1001010,1,0
1001011,1001011,1,0
1001012,1001012,1,0
1001013,1001013,1,0
1001015,1001015,1,0
1001016,1001016,1,0
1001017,1001017,1,0
1001022,1001022,1,0
1001028,1001028,1,0
1001039,1001039,1,0
1001051,1001051,1,0
1001052,1001052,1,0
1001053,1001053,1,0
1001055,1001055,1,0
1001061,1001061,1,0
1001065,1001065,1,0
1001068,1001068,1,0
1001070,1001070,1,0
1001072,1001072,1,0
1001074,1001074,1,0
1001082,1001082,1,0
1001088,1001088,1,0
1001091,1001091,1,0
1001096,1001096,1,0
1001097,1001097,1,0
1001100,1001100,1,0
1001102,1001102,1,0
1001110,1001110,1,0
1001116,1001116,1,0
1001120,1001120,1,0
1001123,1001123,1,0
1001132,1001132,1,0
1001134,1001134,1,0
1001139,1001139,1,0
1001144,1001144,1,0
1001146,1001146,1,0
1001149,1001149,1,0
1001155,1001155,1,0
1001160,1001160,1,0
1001161,1001161,1,0
1001162,1001162,1,0
1001165,1001165,1,0
1001168,1001168,1,0
1001169,1001169,1,0
1001171,1001171,1,0
1001172,1001172,1,0
1001174,1001174,1,0
1001175,1001175,1,0
1001179,1001179,1,0
1001184,1001184,1,0
1001185,1001185,1,0
1001187,1001187,1,0
1001190,1001190,1,0
1001191,1001191,1,0
1001195,1001195,1,0
1001203,1001203,1,0
1001207,1001207,1,0
1001216,1001216,1,0
1001224,1001224,1,0
1001231,1001231,1,0
1001232,1001232,1,0
1001233,1001233,1,0
1001237,1001237,1,0
1001241,1001241,1,0
1001243,1001243,1,0
1001246,1001246,1,0
1001247,1001247,1,0
1001248,1001248,1,0
1001251,1001251,1,0
1001252,1001252,1,0
1001253,1001253,1,0
1001254,1001254,1,0
1001255,1001255,1,0
1001258,1001258,1,0
1001259,1001259,1,0
1001264,1001264,1,0
1001271,1001271,1,0
1001272,1001272,1,0
1001273,1001273,1,0
1001276,1001276,1,0
1001287,1001287,1,0
1001290,1001290,1,0
1001292,1001292,1,0
1001295,1001295,1,0
1001297,1001297,1,0
1001300,1001300,1,0
1001302,1001302,1,0
1001303,1001303,1,0
1001309,1001309,1,0
1001310,1001310,1,0
1001313,1001313,1,0
1001318,1001318,1,0
1001320,1001320,1,0
1001322,1001322,1,0
1001326,1001326,1,0
1001328,1001328,1,0
1001331,1001331,1,0
1001335,1001335,1,0
1001336,1001336,1,0
1001342,1001342,1,0
1001344,1001344,1,0
1001345,1001345,1,0
1001350,1001350,1,0
1001354,1001354,1,0
1001356,1001356,1,0
1001358,1001358,1,0
1001360,1001360,1,0
1001366,1001366,1,0
1001367,1001367,1,0
1001368,1001368,1,0
1001369,1001369,1,0
1001371,1001371,1,0
1001373,1001373,1,0
1001378,1001378,1,0
1001380,1001380,1,0
1001384,1001384,1,0
1001385,1001385,1,0
1001393,1001393,1,0
1001395,1001395,1,0
1001399,1001399,1,0
1001402,1001402,1,0
1001406,1001406,1,0
1001407,1001407,1,0
1001412,1001412,1,0
1001415,1001415,1,0
1001423,1001423,1,0
1001424,1001424,1,0
1001430,1001430,1,0
1001431,1001431,1,0
1001436,1001436,1,0
1001437,1001437,1,0
1001440,1001440,1,0
1001441,1001441,1,0
1001442,1001442,1,0
1001443,1001443,1,0
1001446,1001446,1,0
1001447,1001447,1,0
1001448,1001448,1,0
1001452,1001452,1,0
1001454,1001454,1,0
1001455,1001455,1,0
1001456,1001456,1,0
1001459,1001459,1,0
1001460,1001460,1,0
1001461,1001461,1,0
1001463,1001463,1,0
1001466,1001466,1,0
1001467,1001467,1,0
1001468,1001468,1,0
1001471,1001471,1,0
1001472,1001472,1,0
1001473,1001473,1,0
1001478,1001478,1,0
1001494,1001494,1,0
1001495,1001495,1,0
1001498,1001498,1,0
1001501,1001501,1,0
1001520,1001520,1,0
1001522,1001522,1,0
1001523,1001523,1,0
1001527,1001527,1,0
1001529,1001529,1,0
1001536,1001536,1,0
1001537,1001537,1,0
1001541,1001541,1,0
1001544,1001544,1,0
1001549,1001549,1,0
1001550,1001550,1,0
1001551,1001551,1,0
1001552,1001552,1,0
1001555,1001555,1,0
1001559,1001559,1,0
1001560,1001560,1,0
1001561,1001561,1,0
1001565,1001565,1,0
1001569,1001569,1,0
1001572,1001572,1,0
1001573,1001573,1,0
1001576,1001576,1,0
1001581,1001581,1,0
1001584,1001584,1,0
1001586,1001586,1,0
1001589,1001589,1,0
1001590,1001590,1,0
1001592,1001592,1,0
1001593,1001593,1,0
1001594,1001594,1,0
1001600,1001600,1,0
1001604,1001604,1,0
1001607,1001607,1,0
1001611,1001611,1,0
1001614,1001614,1,0
1001617,1001617,1,0
1001618,1001618,1,0
1001620,1001620,1,0
1001626,1001626,1,0
1001627,1001627,1,0
1001631,1001631,1,0
1001633,1001633,1,0
1001634,1001634,1,0
1001635,1001635,1,0
1001637,1001637,1,0
1001642,1001642,1,0
1001643,1001643,1,0
1001645,1001645,1,0
1001647,1001647,1,0
1001648,1001648,1,0
1001650,1001650,1,0
1001652,1001652,1,0
1001655,1001655,1,0
1001660,1001660,1,0
1001668,1001668,1,0
1001669,1001669,1,0
1001675,1001675,1,0
1001679,1001679,1,0
1001684,1001684,1,0
1001685,1001685,1,0
1001688,1001688,1,0
1001689,1001689,1,0
1001690,1001690,1,0
1001693,1001693,1,0
1001696,1001696,1,0
1001697,1001697,1,0
1001698,1001698,1,0
1001704,1001704,1,0
1001706,1001706,1,0
1001707,1001707,1,0
1001708,1001708,1,0
1001710,1001710,1,0
1001712,1001712,1,0
1001716,1001716,1,0
1001717,1001717,1,0
1001718,1001718,1,0
1001719,1001719,1,0
1001725,1001725,1,0
1001726,1001726,1,0
1001728,1001728,1,0
1001729,1001729,1,0
1001730,1001730,1,0
1001731,1001731,1,0
1001733,1001733,1,0
1001735,1001735,1,0
1001736,1001736,1,0
1001737,1001737,1,0
1001738,1001738,1,0
1001743,1001743,1,0
1001745,1001745,1,0
1001746,1001746,1,0
1001753,1001753,1,0
1001754,1001754,1,0
1001759,1001759,1,0
1001761,1001761,1,0
1001762,1001762,1,0
1001763,1001763,1,0
1001765,1001765,1,0
1001769,1001769,1,0
1001770,1001770,1,0
1001772,1001772,1,0
1001776,1001776,1,0
1001780,1001780,1,0
1001782,1001782,1,0
1001787,1001787,1,0
1001795,1001795,1,0
1001800,1001800,1,0
1001807,1001807,1,0
1001808,1001808,1,0
1001809,1001809,1,0
1001812,1001812,1,0
1001814,1001814,1,0
1001815,1001815,1,0
1001816,1001816,1,0
1001817,1001817,1,0
1001820,1001820,1,0
1001822,1001822,1,0
1001823,1001823,1,0
1001825,1001825,1,0
1001827,1001827,1,0
1001828,1001828,1,0
1001831,1001831,1,0
1001834,1001834,1,0
1001835,1001835,1,0
1001836,1001836,1,0
1001837,1001837,1,0
1001838,1001838,1,0
1001841,1001841,1,0
1001844,1001844,1,0
1001845,1001845,1,0
1001847,1001847,1,0
1001850,1001850,1,0
1001851,1001851,1,0
1001855,1001855,1,0
1001856,1001856,1,0
1001858,1001858,1,0
1001861,1001861,1,0
1001867,1001867,1,0
1001869,1001869,1,0
1001870,1001870,1,0
1001872,1001872,1,0
1001880,1001880,1,0
1001882,1001882,1,0
1001887,1001887,1,0
1001891,1001891,1,0
1001893,1001893,1,0
1001894,1001894,1,0
1001895,1001895,1,0
1001901,1001901,1,0
1001902,1001902,1,0
1001910,1001910,1,0
1001912,1001912,1,0
1001916,1001916,1,0
1001917,1001917,1,0
1001920,1001920,1,0
1001921,1001921,1,0
1001927,1001927,1,0
1001931,1001931,1,0
1001932,1001932,1,0
1001933,1001933,1,0
1001937,1001937,1,0
1001948,1001948,1,0
1001949,1001949,1,0
1001951,1001951,1,0
1001955,1001955,1,0
1001957,1001957,1,0
1001970,1001970,1,0
1001982,1001982,1,0
1001984,1001984,1,0
1001991,1001991,1,0
1001997,1001997,1,0
1002001,1002001,1,0
1002006,1002006,1,0
1002010,1002010,1,0
1002013,1002013,1,0
1002020,1002020,1,0
1002021,1002021,1,0
1002024,1002024,1,0
1002027,1002027,1,0
1002034,1002034,1,0
1002035,1002035,1,0
1002036,1002036,1,0
1002040,1002040,1,0
1002041,1002041,1,0
1002044,1002044,1,0
1002046,1002046,1,0
1002047,1002047,1,0
1002049,1002049,1,0
1002050,1002050,1,0
1002052,1002052,1,0
1002067,1002067,1,0
1002072,1002072,1,0
1002073,1002073,1,0
1002074,1002074,1,0
1002085,1002085,1,0
1002087,1002087,1,0
1002089,1002089,1,0
1002092,1002092,1,0
1002093,1002093,1,0
1002094,1002094,1,0
1002099,1002099,1,0
1002102,1002102,1,0
1002103,1002103,1,0
1002104,1002104,1,0
1002107,1002107,1,0
1002110,1002110,1,0
1002114,1002114,1,0
1002119,1002119,1,0
1002125,1002125,1,0
1002126,1002126,1,0
1002129,1002129,1,0
1002131,1002131,1,0
1002133,1002133,1,0
1002139,1002139,1,0
1002144,1002144,1,0
1002149,1002149,1,0
1002151,1002151,1,0
1002156,1002156,1,0
1002162,1002162,1,0
1002170,1002170,1,0
1002182,1002182,1,0
1002184,1002184,1,0
1002187,1002187,1,0
1002188,1002188,1,0
1002189,1002189,1,0
1002192,1002192,1,0
1002193,1002193,1,0
1002195,1002195,1,0
1002197,1002197,1,0
1002198,1002198,1,0
1002199,1002199,1,0
1002200,1002200,1,0
1002203,1002203,1,0
1002211,1002211,1,0
1002214,1002214,1,0
1002215,1002215,1,0
1002218,1002218,1,0
1002225,1002225,1,0
1002230,1002230,1,0
1002238,1002238,1,0
1002239,1002239,1,0
1002242,1002242,1,0
1002243,1002243,1,0
1002246,1002246,1,0
1002249,1002249,1,0
1002250,1002250,1,0
1002258,1002258,1,0
1002259,1002259,1,0
1002262,1002262,1,0
1002263,1002263,1,0
1002265,1002265,1,0
1002269,1002269,1,0
1002270,1002270,1,0
1002272,1002272,1,0
1002274,1002274,1,0
1002275,1002275,1,0
1002276,1002276,1,0
1002277,1002277,1,0
1002283,1002283,1,0
1002290,1002290,1,0
1002295,1002295,1,0
1002304,1002304,1,0
1002307,1002307,1,0
1002308,1002308,1,0
1002309,1002309,1,0
1002310,1002310,1,0
1002313,1002313,1,0
1002314,1002314,1,0
1002315,1002315,1,0
1002318,1002318,1,0
1002319,1002319,1,0
1002324,1002324,1,0
1002326,1002326,1,0
1002327,1002327,1,0
1002328,1002328,1,0
1002331,1002331,1,0
1002335,1002335,1,0
1002337,1002337,1,0
1002338,1002338,1,0
1002340,1002340,1,0
1002341,1002341,1,0
1002343,1002343,1,0
1002344,1002344,1,0
1002350,1002350,1,0
1002355,1002355,1,0
1002358,1002358,1,0
1002359,1002359,1,0
1002360,1002360,1,0
1002361,1002361,1,0
1002365,1002365,1,0
1002369,1002369,1,0
1002372,1002372,1,0
1002376,1002376,1,0
1002381,1002381,1,0
1002384,1002384,1,0
1002385,1002385,1,0
1002388,1002388,1,0
1002391,1002391,1,0
1002396,1002396,1,0
1002399,1002399,1,0
1002402,1002402,1,0
1002405,1002405,1,0
1002407,1002407,1,0
1002409,1002409,1,0
1002410,1002410,1,0
1002411,1002411,1,0
1002416,1002416,1,0
1002418,1002418,1,0
1002420,1002420,1,0
1002424,1002424,1,0
1002431,1002431,1,0
1002433,1002433,1,0
1002435,1002435,1,0
1002437,1002437,1,0
1002441,1002441,1,0
1002443,1002443,1,0
1002446,1002446,1,0
1002449,1002449,1,0
1002450,1002450,1,0
1002454,1002454,1,0
1002457,1002457,1,0
1002458,1002458,1,0
1002469,1002469,1,0
1002475,1002475,1,0
1002478,1002478,1,0
1002484,1002484,1,0
1002488,1002488,1,0
1002493,1002493,1,0
1002495,1002495,1,0
1002496,1002496,1,0
1002497,1002497,1,0
1002499,1002499,1,0
1002501,1002501,1,0
1002505,1002505,1,0
1002510,1002510,1,0
1002512,1002512,1,0
1002513,1002513,1,0
1002514,1002514,1,0
1002516,1002516,1,0
1002517,1002517,1,0
1002519,1002519,1,0
1002520,1002520,1,0
1002526,1002526,1,0
1002528,1002528,1,0
1002533,1002533,1,0
1002544,1002544,1,0
1002545,1002545,1,0
1002552,1002552,1,0
1002554,1002554,1,0
1002563,1002563,1,0
1002564,1002564,1,0
1002567,1002567,1,0
1002569,1002569,1,0
1002570,1002570,1,0
1002571,1002571,1,0
1002572,1002572,1,0
1002573,1002573,1,0
1002580,1002580,1,0
1002581,1002581,1,0
1002591,1002591,1,0
1002592,1002592,1,0
1002593,1002593,1,0
1002596,1002596,1,0
1002598,1002598,1,0
1002599,1002599,1,0
1002600,1002600,1,0
1002601,1002601,1,0
1002605,1002605,1,0
1002611,1002611,1,0
1002616,1002616,1,0
1002622,1002622,1,0
1002623,1002623,1,0
1002624,1002624,1,0
1002630,1002630,1,0
1002635,1002635,1,0
1002639,1002639,1,0
1002645,1002645,1,0
1002646,1002646,1,0
1002651,1002651,1,0
1002653,1002653,1,0
1002656,1002656,1,0
1002667,1002667,1,0
1002671,1002671,1,0
1002672,1002672,1,0
1002673,1002673,1,0
1002674,1002674,1,0
1002676,1002676,1,0
1002679,1002679,1,0
1002681,1002681,1,0
1002684,1002684,1,0
1002685,1002685,1,0
1002686,1002686,1,0
1002688,1002688,1,0
1002691,1002691,1,0
1002692,1002692,1,0
1002698,1002698,1,0
1002701,1002701,1,0
1002703,1002703,1,0
1002704,1002704,1,0
1002706,1002706,1,0
1002710,1002710,1,0
1002711,1002711,1,0
1002713,1002713,1,0
1002715,1002715,1,0
1002717,1002717,1,0
1002726,1002726,1,0
1002727,1002727,1,0
1002738,1002738,1,0
1002741,1002741,1,0
1002752,1002752,1,0
1002764,1002764,1,0
1002767,1002767,1,0
1002768,1002768,1,0
1002772,1002772,1,0
1002773,1002773,1,0
1002775,1002775,1,0
1002777,1002777,1,0
1002778,1002778,1,0
1002779,1002779,1,0
1002781,1002781,1,0
1002782,1002782,1,0
1002783,1002783,1,0
1002789,1002789,1,0
1002800,1002800,1,0
1002805,1002805,1,0
1002808,1002808,1,0
1002810,1002810,1,0
1002812,1002812,1,0
1002821,1002821,1,0
1002823,1002823,1,0
1002826,1002826,1,0
1002827,1002827,1,0
1002829,1002829,1,0
1002830,1002830,1,0
1002832,1002832,1,0
1002837,1002837,1,0
1002844,1002844,1,0
1002845,1002845,1,0
1002848,1002848,1,0
1002851,1002851,1,0
1002855,1002855,1,0
1002857,1002857,1,0
1002858,1002858,1,0
1002861,1002861,1,0
1002866,1002866,1,0
1002872,1002872,1,0
1002876,1002876,1,0
1002879,1002879,1,0
1002884,1002884,1,0
1002889,1002889,1,0
1002892,1002892,1,0
1002893,1002893,1,0
1002894,1002894,1,0
1002898,1002898,1,0
1002899,1002899,1,0
1002901,1002901,1,0
1002902,1002902,1,0
1002903,1002903,1,0
1002904,1002904,1,0
1002905,1002905,1,0
1002909,1002909,1,0
1002910,1002910,1,0
1002911,1002911,1,0
1002912,1002912,1,0
1002913,1002913,1,0
1002914,1002914,1,0
1002915,1002915,1,0
1002919,1002919,1,0
1002923,1002923,1,0
1002925,1002925,1,0
1002927,1002927,1,0
1002930,1002930,1,0
1002931,1002931,1,0
1002936,1002936,1,0
1002937,1002937,1,0
1002940,1002940,1,0
1002941,1002941,1,0
1002942,1002942,1,0
1002944,1002944,1,0
1002945,1002945,1,0
1002947,1002947,1,0
1002956,1002956,1,0
1002957,1002957,1,0
1002962,1002962,1,0
1002964,1002964,1,0
1002967,1002967,1,0
1002968,1002968,1,0
1002972,1002972,1,0
1002977,1002977,1,0
1002981,1002981,1,0
1002982,1002982,1,0
1002983,1002983,1,0
1002986,1002986,1,0
1002991,1002991,1,0
1002992,1002992,1,0
1002994,1002994,1,0
1003001,1003001,1,0
1003003,1003003,1,0
1003008,1003008,1,0
1003010,1003010,1,0
1003015,1003015,1,0
1003019,1003019,1,0
1003021,1003021,1,0
1003022,1003022,1,0
1003026,1003026,1,0
1003027,1003027,1,0
1003028,1003028,1,0
1003029,1003029,1,0
1003034,1003034,1,0
1003036,1003036,1,0
1003046,1003046,1,0
1003048,1003048,1,0
1003052,1003052,1,0
1003053,1003053,1,0
1003054,1003054,1,0
1003057,1003057,1,0
1003061,1003061,1,0
1003062,1003062,1,0
1003064,1003064,1,0
1003068,1003068,1,0
1003069,1003069,1,0
1003072,1003072,1,0
1003074,1003074,1,0
1003076,1003076,1,0
1003080,1003080,1,0
1003081,1003081,1,0
1003082,1003082,1,0
1003086,1003086,1,0
1003088,1003088,1,0
1003093,1003093,1,0
1003096,1003096,1,0
1003100,1003100,1,0
1003101,1003101,1,0
1003102,1003102,1,0
1003103,1003103,1,0
1003105,1003105,1,0
1003110,1003110,1,0
1003111,1003111,1,0
1003113,1003113,1,0
1003115,1003115,1,0
1003117,1003117,1,0
1003134,1003134,1,0
1003135,1003135,1,0
1003136,1003136,1,0
1003140,1003140,1,0
1003141,1003141,1,0
1003142,1003142,1,0
1003145,1003145,1,0
1003147,1003147,1,0
1003149,1003149,1,0
1003152,1003152,1,0
1003153,1003153,1,0
1003154,1003154,1,0
1003158,1003158,1,0
1003161,1003161,1,0
1003166,1003166,1,0
1003172,1003172,1,0
1003175,1003175,1,0
1003181,1003181,1,0
1003182,1003182,1,0
1003186,1003186,1,0
1003187,1003187,1,0
1003193,1003193,1,0
1003196,1003196,1,0
1003198,1003198,1,0
1003204,1003204,1,0
1003205,1003205,1,0
1003211,1003211,1,0
1003215,1003215,1,0
1003218,1003218,1,0
1003219,1003219,1,0
1003225,1003225,1,0
1003226,1003226,1,0
1003227,1003227,1,0
1003232,1003232,1,0
1003235,1003235,1,0
1003236,1003236,1,0
1003241,1003241,1,0
1003244,1003244,1,0
1003247,1003247,1,0
1003250,1003250,1,0
1003252,1003252,1,0
1003254,1003254,1,0
1003256,1003256,1,0
1003264,1003264,1,0
1003265,1003265,1,0
1003266,1003266,1,0
1003267,1003267,1,0
1003271,1003271,1,0
1003272,1003272,1,0
1003275,1003275,1,0
1003279,1003279,1,0
1003280,1003280,1,0
1003281,1003281,1,0
1003283,1003283,1,0
1003288,1003288,1,0
1003295,1003295,1,0
1003302,1003302,1,0
1003307,1003307,1,0
1003310,1003310,1,0
1003313,1003313,1,0
1003315,1003315,1,0
1003317,1003317,1,0
1003318,1003318,1,0
1003324,1003324,1,0
1003327,1003327,1,0
1003331,1003331,1,0
1003335,1003335,1,0
1003337,1003337,1,0
1003342,1003342,1,0
1003343,1003343,1,0
1003352,1003352,1,0
1003353,1003353,1,0
1003363,1003363,1,0
1003370,1003370,1,0
1003372,1003372,1,0
1003376,1003376,1,0
1003388,1003388,1,0
1003391,1003391,1,0
1003392,1003392,1,0
1003393,1003393,1,0
1003394,1003394,1,0
1003395,1003395,1,0
1003398,1003398,1,0
1003400,1003400,1,0
1003404,1003404,1,0
1003406,1003406,1,0
1003410,1003410,1,0
1003412,1003412,1,0
1003413,1003413,1,0
1003414,1003414,1,0
1003415,1003415,1,0
1003416,1003416,1,0
1003418,1003418,1,0
1003419,1003419,1,0
1003420,1003420,1,0
1003424,1003424,1,0
1003426,1003426,1,0
1003427,1003427,1,0
1003428,1003428,1,0
1003429,1003429,1,0
1003431,1003431,1,0
1003433,1003433,1,0
1003435,1003435,1,0
1003437,1003437,1,0
1003438,1003438,1,0
1003442,1003442,1,0
1003445,1003445,1,0
1003450,1003450,1,0
1003453,1003453,1,0
1003456,1003456,1,0
1003458,1003458,1,0
1003459,1003459,1,0
1003460,1003460,1,0
1003463,1003463,1,0
1003464,1003464,1,0
1003473,1003473,1,0
1003476,1003476,1,0
1003482,1003482,1,0
1003483,1003483,1,0
1003487,1003487,1,0
1003488,1003488,1,0
1003490,1003490,1,0
1003491,1003491,1,0
1003494,1003494,1,0
1003495,1003495,1,0
1003498,1003498,1,0
1003500,1003500,1,0
1003503,1003503,1,0
1003510,1003510,1,0
1003516,1003516,1,0
1003522,1003522,1,0
1003526,1003526,1,0
1003528,1003528,1,0
1003530,1003530,1,0
1003532,1003532,1,0
1003533,1003533,1,0
1003535,1003535,1,0
1003538,1003538,1,0
1003539,1003539,1,0
1003544,1003544,1,0
1003545,1003545,1,0
1003547,1003547,1,0
1003548,1003548,1,0
