main_food_category_id,product_id
1000006,1000028
1000002,1000028
1000009,1000028
1000010,1000028
1000007,1000028
1000004,1000028
1000001,1000028
1000008,1000028
1000000,1000028
1000003,1000029
1000006,1000029
1000002,1000029
1000009,1000029
1000010,1000029
1000007,1000029
1000004,1000029
1000001,1000029
1000008,1000029
1000000,1000029
1000006,1000030
1000009,1000030
1000001,1000030
1000005,1000030
1000004,1000031
1000006,1000031
1000003,1000031
1000007,1000031
1000002,1000031
1000010,1000031
1000009,1000031
1000001,1000031
1000005,1000031
1000004,1000032
1000006,1000032
1000003,1000032
1000007,1000032
1000002,1000032
1000010,1000032
1000009,1000032
1000001,1000032
1000005,1000032
1000004,1000033
1000006,1000033
1000003,1000033
1000007,1000033
1000002,1000033
1000010,1000033
1000009,1000033
1000001,1000033
1000005,1000033
1000004,1000034
1000006,1000034
1000003,1000034
1000007,1000034
1000002,1000034
1000010,1000034
1000009,1000034
1000001,1000034
1000005,1000034
1000004,1000035
1000006,1000035
1000003,1000035
1000007,1000035
1000002,1000035
1000010,1000035
1000009,1000035
1000001,1000035
1000005,1000035
1000004,1000036
1000006,1000036
1000003,1000036
1000007,1000036
1000002,1000036
1000010,1000036
1000009,1000036
1000001,1000036
1000005,1000036
1000004,1000037
1000006,1000037
1000003,1000037
1000007,1000037
1000002,1000037
1000010,1000037
1000009,1000037
1000001,1000037
1000005,1000037
1000004,1000038
1000006,1000038
1000003,1000038
1000007,1000038
1000002,1000038
1000010,1000038
1000009,1000038
1000001,1000038
1000005,1000038
1000004,1000039
1000006,1000039
1000003,1000039
1000007,1000039
1000002,1000039
1000010,1000039
1000009,1000039
1000001,1000039
1000005,1000039
1000004,1000040
1000006,1000040
1000003,1000040
1000007,1000040
1000002,1000040
1000010,1000040
1000009,1000040
1000001,1000040
1000005,1000040
1000004,1000041
1000006,1000041
1000003,1000041
1000007,1000041
1000002,1000041
1000010,1000041
1000009,1000041
1000001,1000041
1000005,1000041
1000004,1000042
1000006,1000042
1000003,1000042
1000007,1000042
1000002,1000042
1000010,1000042
1000009,1000042
1000001,1000042
1000005,1000042
1000004,1000043
1000006,1000043
1000003,1000043
1000007,1000043
1000002,1000043
1000010,1000043
1000009,1000043
1000001,1000043
1000005,1000043
1000004,1000044
1000006,1000044
1000003,1000044
1000007,1000044
1000002,1000044
1000010,1000044
1000009,1000044
1000001,1000044
1000005,1000044
1000004,1000045
1000006,1000045
1000003,1000045
1000007,1000045
1000002,1000045
1000010,1000045
1000009,1000045
1000001,1000045
1000005,1000045
1000004,1000046
1000006,1000046
1000003,1000046
1000007,1000046
1000002,1000046
1000010,1000046
1000009,1000046
1000001,1000046
1000005,1000046
1000004,1000047
1000006,1000047
1000003,1000047
1000007,1000047
1000002,1000047
1000010,1000047
1000009,1000047
1000001,1000047
1000005,1000047
1000004,1000048
1000006,1000048
1000003,1000048
1000007,1000048
1000002,1000048
1000010,1000048
1000009,1000048
1000001,1000048
1000005,1000048
1000004,1000049
1000006,1000049
1000003,1000049
1000007,1000049
1000002,1000049
1000010,1000049
1000009,1000049
1000001,1000049
1000005,1000049
1000004,1000050
1000006,1000050
1000003,1000050
1000007,1000050
1000002,1000050
1000010,1000050
1000009,1000050
1000001,1000050
1000005,1000050
1000004,1000051
1000006,1000051
1000003,1000051
1000007,1000051
1000002,1000051
1000010,1000051
1000009,1000051
1000001,1000051
1000005,1000051
1000004,1000052
1000006,1000052
1000003,1000052
1000007,1000052
1000002,1000052
1000010,1000052
1000009,1000052
1000001,1000052
1000005,1000052
1000004,1000053
1000006,1000053
1000003,1000053
1000007,1000053
1000002,1000053
1000010,1000053
1000009,1000053
1000001,1000053
1000005,1000053
1000004,1000054
1000006,1000054
1000003,1000054
1000007,1000054
1000002,1000054
1000010,1000054
1000009,1000054
1000001,1000054
1000005,1000054
1000004,1000055
1000006,1000055
1000003,1000055
1000007,1000055
1000002,1000055
1000010,1000055
1000009,1000055
1000001,1000055
1000005,1000055
1000004,1000056
1000006,1000056
1000003,1000056
1000007,1000056
1000002,1000056
1000010,1000056
1000009,1000056
1000001,1000056
1000005,1000056
1000004,1000057
1000006,1000057
1000003,1000057
1000007,1000057
1000002,1000057
1000010,1000057
1000009,1000057
1000001,1000057
1000005,1000057
1000004,1000058
1000006,1000058
1000003,1000058
1000007,1000058
1000002,1000058
1000010,1000058
1000009,1000058
1000001,1000058
1000005,1000058
1000004,1000059
1000006,1000059
1000003,1000059
1000007,1000059
1000002,1000059
1000010,1000059
1000009,1000059
1000001,1000059
1000005,1000059
1000004,1000060
1000006,1000060
1000003,1000060
1000007,1000060
1000002,1000060
1000010,1000060
1000009,1000060
1000001,1000060
1000005,1000060
1000004,1000061
1000006,1000061
1000003,1000061
1000007,1000061
1000002,1000061
1000010,1000061
1000009,1000061
1000001,1000061
1000005,1000061
1000004,1000062
1000006,1000062
1000003,1000062
1000007,1000062
1000002,1000062
1000010,1000062
1000009,1000062
1000001,1000062
1000005,1000062
1000004,1000063
1000006,1000063
1000003,1000063
1000007,1000063
1000002,1000063
1000010,1000063
1000009,1000063
1000001,1000063
1000005,1000063
1000004,1000064
1000006,1000064
1000003,1000064
1000007,1000064
1000002,1000064
1000010,1000064
1000009,1000064
1000001,1000064
1000005,1000064
1000004,1000065
1000006,1000065
1000003,1000065
1000007,1000065
1000002,1000065
1000010,1000065
1000009,1000065
1000001,1000065
1000005,1000065
1000004,1000066
1000006,1000066
1000003,1000066
1000007,1000066
1000002,1000066
1000010,1000066
1000009,1000066
1000001,1000066
1000005,1000066
1000004,1000067
1000006,1000067
1000003,1000067
1000007,1000067
1000002,1000067
1000010,1000067
1000009,1000067
1000001,1000067
1000005,1000067
1000004,1000068
1000006,1000068
1000003,1000068
1000007,1000068
1000002,1000068
1000010,1000068
1000009,1000068
1000001,1000068
1000005,1000068
1000004,1000069
1000006,1000069
1000003,1000069
1000007,1000069
1000002,1000069
1000010,1000069
1000009,1000069
1000001,1000069
1000005,1000069
1000006,1000070
1000004,1000070
1000003,1000070
1000010,1000070
1000009,1000070
1000002,1000070
1000001,1000070
1000005,1000070
1000011,1000070
1000000,1000070
1000003,1000071
1000006,1000071
1000002,1000071
1000009,1000071
1000010,1000071
1000007,1000071
1000004,1000071
1000001,1000071
1000008,1000071
1000000,1000071
1000006,1000072
1000004,1000072
1000007,1000072
1000009,1000072
1000010,1000072
1000001,1000072
1000003,1000072
1000002,1000072
1000005,1000072
1000002,1000073
1000006,1000073
1000007,1000073
1000010,1000073
1000009,1000073
1000002,1000074
1000006,1000074
1000007,1000074
1000010,1000074
1000009,1000074
1000002,1000075
1000006,1000075
1000007,1000075
1000010,1000075
1000009,1000075
1000002,1000076
1000006,1000076
1000007,1000076
1000010,1000076
1000009,1000076
1000006,1000077
1000004,1000077
1000002,1000077
1000009,1000077
1000010,1000077
1000001,1000077
1000007,1000077
1000003,1000077
1000005,1000077
1000008,1000077
1000000,1000077
1000006,1000078
1000006,1000079
1000004,1000079
1000002,1000079
1000009,1000079
1000010,1000079
1000001,1000079
1000007,1000079
1000003,1000079
1000005,1000079
1000008,1000079
1000000,1000079
1000006,1000080
1000003,1000080
1000009,1000080
1000001,1000080
1000005,1000080
1000007,1000080
1000010,1000080
1000008,1000080
1000006,1000081
1000009,1000081
1000001,1000081
1000005,1000081
1000006,1000083
1000004,1000083
1000007,1000083
1000009,1000083
1000010,1000083
1000001,1000083
1000003,1000083
1000002,1000083
1000005,1000083
1000006,1000084
1000004,1000084
1000009,1000084
1000010,1000084
1000001,1000084
1000007,1000084
1000003,1000084
1000005,1000084
1000002,1000084
1000008,1000084
1000006,1000085
1000004,1000085
1000002,1000085
1000009,1000085
1000010,1000085
1000001,1000085
1000007,1000085
1000003,1000085
1000005,1000085
1000008,1000085
1000000,1000085
1000006,1000086
1000009,1000086
1000010,1000086
1000003,1000086
1000001,1000086
1000006,1000087
1000003,1000087
1000002,1000087
1000010,1000087
1000001,1000087
1000007,1000087
1000009,1000087
1000005,1000087
1000006,1000088
1000006,1000089
1000003,1000089
1000007,1000089
1000010,1000089
1000009,1000089
1000005,1000089
1000002,1000089
1000001,1000089
1000008,1000089
1000000,1000089
1000006,1000090
1000003,1000090
1000009,1000090
1000001,1000090
1000005,1000090
1000007,1000090
1000010,1000090
1000008,1000090
1000006,1000091
1000003,1000091
1000009,1000091
1000001,1000091
1000005,1000091
1000007,1000091
1000010,1000091
1000008,1000091
1000006,1000092
1000010,1000092
1000001,1000092
1000009,1000092
1000007,1000092
1000006,1000093
1000002,1000093
1000003,1000093
1000009,1000093
1000001,1000093
1000007,1000093
1000005,1000093
1000004,1000093
1000010,1000093
1000008,1000093
1000000,1000093
1000006,1000094
1000003,1000094
1000009,1000094
1000001,1000094
1000005,1000094
1000007,1000094
1000010,1000094
1000008,1000094
1000006,1000095
1000002,1000095
1000003,1000095
1000009,1000095
1000010,1000095
1000004,1000095
1000007,1000095
1000008,1000095
1000000,1000095
1000006,1000096
1000002,1000096
1000003,1000096
1000009,1000096
1000010,1000096
1000004,1000096
1000007,1000096
1000008,1000096
1000000,1000096
1000006,1000097
1000004,1000097
1000003,1000097
1000007,1000097
1000009,1000097
1000010,1000097
1000005,1000097
1000001,1000097
1000002,1000097
1000000,1000097
1000006,1000099
1000004,1000099
1000002,1000099
1000009,1000099
1000010,1000099
1000001,1000099
1000007,1000099
1000003,1000099
1000005,1000099
1000008,1000099
1000000,1000099
1000006,1000100
1000004,1000100
1000007,1000100
1000009,1000100
1000010,1000100
1000001,1000100
1000003,1000100
1000002,1000100
1000005,1000100
1000006,1000101
1000010,1000101
1000007,1000101
1000009,1000101
1000003,1000101
1000005,1000101
1000004,1000101
1000006,1000102
1000010,1000102
1000007,1000102
1000009,1000102
1000003,1000102
1000005,1000102
1000004,1000102
1000002,1000103
1000006,1000103
1000007,1000103
1000010,1000103
1000009,1000103
1000004,1000103
1000005,1000103
1000008,1000103
1000006,1000104
1000007,1000104
1000009,1000104
1000002,1000104
1000010,1000104
1000008,1000104
1000005,1000104
1000000,1000104
1000002,1000105
1000006,1000105
1000007,1000105
1000010,1000105
1000009,1000105
1000004,1000105
1000005,1000105
1000008,1000105
1000006,1000106
1000007,1000106
1000009,1000106
1000002,1000106
1000010,1000106
1000008,1000106
1000005,1000106
1000000,1000106
1000006,1000107
1000007,1000107
1000009,1000107
1000002,1000107
1000010,1000107
1000008,1000107
1000005,1000107
1000000,1000107
1000002,1000108
1000006,1000108
1000007,1000108
1000010,1000108
1000009,1000108
1000004,1000108
1000005,1000108
1000008,1000108
1000002,1000109
1000006,1000109
1000007,1000109
1000010,1000109
1000009,1000109
1000004,1000109
1000005,1000109
1000008,1000109
1000006,1000110
1000007,1000110
1000009,1000110
1000002,1000110
1000010,1000110
1000008,1000110
1000005,1000110
1000000,1000110
1000006,1000111
1000007,1000111
1000009,1000111
1000002,1000111
1000010,1000111
1000008,1000111
1000005,1000111
1000000,1000111
1000002,1000112
1000006,1000112
1000007,1000112
1000010,1000112
1000009,1000112
1000004,1000112
1000005,1000112
1000008,1000112
1000002,1000113
1000006,1000113
1000007,1000113
1000010,1000113
1000009,1000113
1000004,1000113
1000005,1000113
1000008,1000113
1000006,1000114
1000007,1000114
1000009,1000114
1000002,1000114
1000010,1000114
1000008,1000114
1000005,1000114
1000000,1000114
1000006,1000115
1000007,1000115
1000009,1000115
1000002,1000115
1000010,1000115
1000008,1000115
1000005,1000115
1000000,1000115
1000002,1000116
1000006,1000116
1000007,1000116
1000010,1000116
1000009,1000116
1000004,1000116
1000005,1000116
1000008,1000116
1000002,1000117
1000006,1000117
1000007,1000117
1000010,1000117
1000009,1000117
1000004,1000117
1000005,1000117
1000008,1000117
1000006,1000118
1000007,1000118
1000009,1000118
1000002,1000118
1000010,1000118
1000008,1000118
1000005,1000118
1000000,1000118
1000006,1000119
1000007,1000119
1000009,1000119
1000002,1000119
1000010,1000119
1000008,1000119
1000005,1000119
1000000,1000119
1000002,1000120
1000006,1000120
1000007,1000120
1000010,1000120
1000009,1000120
1000004,1000120
1000005,1000120
1000008,1000120
1000006,1000121
1000003,1000121
1000009,1000121
1000010,1000121
1000002,1000121
1000007,1000121
1000004,1000121
1000001,1000121
1000008,1000121
1000000,1000121
1000002,1000122
1000006,1000122
1000007,1000122
1000010,1000122
1000009,1000122
1000004,1000122
1000005,1000122
1000008,1000122
1000006,1000123
1000007,1000123
1000009,1000123
1000002,1000123
1000010,1000123
1000008,1000123
1000005,1000123
1000000,1000123
1000002,1000124
1000006,1000124
1000003,1000124
1000007,1000124
1000010,1000124
1000009,1000124
1000001,1000124
1000004,1000124
1000008,1000124
1000005,1000124
1000000,1000124
1000002,1000125
1000006,1000125
1000003,1000125
1000007,1000125
1000010,1000125
1000009,1000125
1000001,1000125
1000004,1000125
1000008,1000125
1000005,1000125
1000000,1000125
1000002,1000126
1000006,1000126
1000003,1000126
1000007,1000126
1000010,1000126
1000009,1000126
1000001,1000126
1000004,1000126
1000008,1000126
1000005,1000126
1000000,1000126
1000002,1000127
1000006,1000127
1000003,1000127
1000007,1000127
1000010,1000127
1000009,1000127
1000001,1000127
1000004,1000127
1000008,1000127
1000005,1000127
1000000,1000127
1000002,1000128
1000006,1000128
1000003,1000128
1000007,1000128
1000010,1000128
1000009,1000128
1000001,1000128
1000004,1000128
1000008,1000128
1000005,1000128
1000000,1000128
1000002,1000129
1000006,1000129
1000003,1000129
1000007,1000129
1000010,1000129
1000009,1000129
1000001,1000129
1000004,1000129
1000008,1000129
1000005,1000129
1000000,1000129
1000002,1000130
1000006,1000130
1000003,1000130
1000007,1000130
1000010,1000130
1000009,1000130
1000001,1000130
1000004,1000130
1000008,1000130
1000005,1000130
1000000,1000130
1000002,1000131
1000006,1000131
1000003,1000131
1000007,1000131
1000010,1000131
1000009,1000131
1000001,1000131
1000004,1000131
1000008,1000131
1000005,1000131
1000000,1000131
1000006,1000132
1000007,1000132
1000009,1000132
1000002,1000132
1000010,1000132
1000008,1000132
1000005,1000132
1000000,1000132
1000002,1000133
1000006,1000133
1000007,1000133
1000010,1000133
1000009,1000133
1000004,1000133
1000005,1000133
1000008,1000133
1000002,1000134
1000006,1000134
1000003,1000134
1000007,1000134
1000010,1000134
1000009,1000134
1000001,1000134
1000004,1000134
1000008,1000134
1000005,1000134
1000000,1000134
1000002,1000135
1000006,1000135
1000003,1000135
1000007,1000135
1000010,1000135
1000009,1000135
1000001,1000135
1000004,1000135
1000008,1000135
1000005,1000135
1000000,1000135
1000002,1000136
1000006,1000136
1000007,1000136
1000010,1000136
1000009,1000136
1000004,1000136
1000005,1000136
1000008,1000136
1000002,1000137
1000006,1000137
1000007,1000137
1000010,1000137
1000009,1000137
1000004,1000137
1000005,1000137
1000008,1000137
1000002,1000138
1000006,1000138
1000007,1000138
1000010,1000138
1000009,1000138
1000004,1000138
1000005,1000138
1000008,1000138
1000002,1000139
1000006,1000139
1000007,1000139
1000010,1000139
1000009,1000139
1000004,1000139
1000005,1000139
1000008,1000139
1000002,1000140
1000006,1000140
1000007,1000140
1000010,1000140
1000009,1000140
1000004,1000140
1000005,1000140
1000008,1000140
1000002,1000141
1000006,1000141
1000007,1000141
1000010,1000141
1000009,1000141
1000004,1000141
1000005,1000141
1000008,1000141
1000006,1000142
1000003,1000142
1000009,1000142
1000001,1000142
1000005,1000142
1000007,1000142
1000010,1000142
1000008,1000142
1000006,1000143
1000004,1000143
1000003,1000143
1000007,1000143
1000009,1000143
1000002,1000143
1000010,1000143
1000001,1000143
1000005,1000143
1000006,1000144
1000004,1000144
1000003,1000144
1000007,1000144
1000009,1000144
1000002,1000144
1000010,1000144
1000001,1000144
1000005,1000144
1000006,1000145
1000006,1000146
1000002,1000147
1000006,1000147
1000007,1000147
1000010,1000147
1000009,1000147
1000004,1000147
1000005,1000147
1000008,1000147
1000002,1000148
1000006,1000148
1000003,1000148
1000007,1000148
1000010,1000148
1000009,1000148
1000001,1000148
1000004,1000148
1000008,1000148
1000005,1000148
1000000,1000148
1000002,1000149
1000006,1000149
1000003,1000149
1000007,1000149
1000010,1000149
1000009,1000149
1000001,1000149
1000004,1000149
1000008,1000149
1000005,1000149
1000000,1000149
1000002,1000150
1000006,1000150
1000003,1000150
1000007,1000150
1000010,1000150
1000009,1000150
1000001,1000150
1000004,1000150
1000008,1000150
1000005,1000150
1000000,1000150
1000002,1000151
1000006,1000151
1000003,1000151
1000007,1000151
1000010,1000151
1000009,1000151
1000001,1000151
1000004,1000151
1000008,1000151
1000005,1000151
1000000,1000151
1000002,1000152
1000006,1000152
1000003,1000152
1000007,1000152
1000010,1000152
1000009,1000152
1000001,1000152
1000004,1000152
1000008,1000152
1000005,1000152
1000000,1000152
1000002,1000153
1000006,1000153
1000003,1000153
1000007,1000153
1000010,1000153
1000009,1000153
1000001,1000153
1000004,1000153
1000008,1000153
1000005,1000153
1000000,1000153
1000002,1000154
1000006,1000154
1000003,1000154
1000007,1000154
1000010,1000154
1000009,1000154
1000001,1000154
1000004,1000154
1000008,1000154
1000005,1000154
1000000,1000154
1000002,1000155
1000006,1000155
1000003,1000155
1000007,1000155
1000010,1000155
1000009,1000155
1000001,1000155
1000004,1000155
1000008,1000155
1000005,1000155
1000000,1000155
1000002,1000156
1000006,1000156
1000007,1000156
1000010,1000156
1000009,1000156
1000004,1000156
1000005,1000156
1000008,1000156
1000002,1000157
1000006,1000157
1000003,1000157
1000007,1000157
1000010,1000157
1000009,1000157
1000001,1000157
1000004,1000157
1000008,1000157
1000005,1000157
1000000,1000157
1000002,1000158
1000006,1000158
1000003,1000158
1000007,1000158
1000010,1000158
1000009,1000158
1000001,1000158
1000004,1000158
1000008,1000158
1000005,1000158
1000000,1000158
1000002,1000159
1000006,1000159
1000007,1000159
1000010,1000159
1000009,1000159
1000004,1000159
1000005,1000159
1000008,1000159
1000002,1000160
1000006,1000160
1000007,1000160
1000010,1000160
1000009,1000160
1000004,1000160
1000005,1000160
1000008,1000160
1000002,1000161
1000006,1000161
1000007,1000161
1000010,1000161
1000009,1000161
1000004,1000161
1000005,1000161
1000008,1000161
1000002,1000162
1000006,1000162
1000007,1000162
1000010,1000162
1000009,1000162
1000004,1000162
1000005,1000162
1000008,1000162
1000002,1000163
1000006,1000163
1000007,1000163
1000010,1000163
1000009,1000163
1000004,1000163
1000005,1000163
1000008,1000163
1000002,1000164
1000006,1000164
1000007,1000164
1000010,1000164
1000009,1000164
1000004,1000164
1000005,1000164
1000008,1000164
1000006,1000165
1000004,1000165
1000009,1000165
1000010,1000165
1000001,1000165
1000002,1000165
1000008,1000165
1000007,1000165
1000005,1000165
1000011,1000165
1000000,1000165
1000006,1000166
1000004,1000166
1000009,1000166
1000010,1000166
1000001,1000166
1000002,1000166
1000008,1000166
1000007,1000166
1000005,1000166
1000011,1000166
1000000,1000166
1000006,1000167
1000004,1000167
1000009,1000167
1000010,1000167
1000001,1000167
1000002,1000167
1000008,1000167
1000007,1000167
1000005,1000167
1000011,1000167
1000000,1000167
1000002,1000168
1000006,1000168
1000003,1000168
1000007,1000168
1000010,1000168
1000009,1000168
1000001,1000168
1000004,1000168
1000008,1000168
1000005,1000168
1000000,1000168
1000002,1000169
1000006,1000169
1000003,1000169
1000007,1000169
1000010,1000169
1000009,1000169
1000001,1000169
1000004,1000169
1000008,1000169
1000005,1000169
1000000,1000169
1000002,1000170
1000006,1000170
1000003,1000170
1000007,1000170
1000010,1000170
1000009,1000170
1000001,1000170
1000004,1000170
1000008,1000170
1000005,1000170
1000000,1000170
1000002,1000171
1000006,1000171
1000007,1000171
1000010,1000171
1000009,1000171
1000004,1000171
1000005,1000171
1000008,1000171
1000002,1000172
1000006,1000172
1000007,1000172
1000010,1000172
1000009,1000172
1000004,1000172
1000005,1000172
1000008,1000172
1000002,1000173
1000006,1000173
1000007,1000173
1000010,1000173
1000009,1000173
1000004,1000173
1000005,1000173
1000008,1000173
1000002,1000174
1000006,1000174
1000007,1000174
1000010,1000174
1000009,1000174
1000004,1000174
1000005,1000174
1000008,1000174
1000002,1000175
1000006,1000175
1000007,1000175
1000010,1000175
1000009,1000175
1000004,1000175
1000005,1000175
1000008,1000175
1000002,1000176
1000006,1000176
1000007,1000176
1000010,1000176
1000009,1000176
1000004,1000176
1000005,1000176
1000008,1000176
1000002,1000177
1000006,1000177
1000007,1000177
1000010,1000177
1000009,1000177
1000004,1000177
1000005,1000177
1000008,1000177
1000002,1000178
1000006,1000178
1000007,1000178
1000010,1000178
1000009,1000178
1000004,1000178
1000005,1000178
1000008,1000178
1000002,1000179
1000006,1000179
1000007,1000179
1000010,1000179
1000009,1000179
1000004,1000179
1000005,1000179
1000008,1000179
1000002,1000180
1000006,1000180
1000007,1000180
1000010,1000180
1000009,1000180
1000004,1000180
1000005,1000180
1000008,1000180
1000006,1000181
1000004,1000181
1000009,1000181
1000010,1000181
1000001,1000181
1000007,1000181
1000003,1000181
1000005,1000181
1000002,1000181
1000008,1000181
1000006,1000182
1000004,1000182
1000007,1000182
1000009,1000182
1000010,1000182
1000001,1000182
1000003,1000182
1000002,1000182
1000005,1000182
1000002,1000183
1000006,1000183
1000003,1000183
1000007,1000183
1000010,1000183
1000009,1000183
1000001,1000183
1000004,1000183
1000008,1000183
1000005,1000183
1000000,1000183
1000002,1000184
1000006,1000184
1000003,1000184
1000007,1000184
1000010,1000184
1000009,1000184
1000001,1000184
1000004,1000184
1000008,1000184
1000005,1000184
1000000,1000184
1000002,1000185
1000006,1000185
1000003,1000185
1000007,1000185
1000010,1000185
1000009,1000185
1000001,1000185
1000004,1000185
1000008,1000185
1000005,1000185
1000000,1000185
1000002,1000186
1000006,1000186
1000003,1000186
1000007,1000186
1000010,1000186
1000009,1000186
1000001,1000186
1000004,1000186
1000008,1000186
1000005,1000186
1000000,1000186
1000002,1000187
1000006,1000187
1000007,1000187
1000010,1000187
1000009,1000187
1000004,1000187
1000005,1000187
1000008,1000187
1000002,1000188
1000006,1000188
1000007,1000188
1000010,1000188
1000009,1000188
1000004,1000188
1000005,1000188
1000008,1000188
1000006,1000189
1000002,1000189
1000003,1000189
1000009,1000189
1000001,1000189
1000007,1000189
1000005,1000189
1000004,1000189
1000010,1000189
1000008,1000189
1000000,1000189
1000002,1000190
1000006,1000190
1000007,1000190
1000010,1000190
1000009,1000190
1000004,1000190
1000005,1000190
1000008,1000190
1000002,1000191
1000006,1000191
1000003,1000191
1000007,1000191
1000010,1000191
1000009,1000191
1000001,1000191
1000004,1000191
1000008,1000191
1000005,1000191
1000000,1000191
1000002,1000192
1000006,1000192
1000003,1000192
1000007,1000192
1000010,1000192
1000009,1000192
1000001,1000192
1000004,1000192
1000008,1000192
1000005,1000192
1000000,1000192
1000002,1000193
1000006,1000193
1000003,1000193
1000007,1000193
1000010,1000193
1000009,1000193
1000001,1000193
1000004,1000193
1000008,1000193
1000005,1000193
1000000,1000193
1000002,1000194
1000006,1000194
1000003,1000194
1000007,1000194
1000010,1000194
1000009,1000194
1000001,1000194
1000004,1000194
1000008,1000194
1000005,1000194
1000000,1000194
1000002,1000195
1000006,1000195
1000003,1000195
1000007,1000195
1000010,1000195
1000009,1000195
1000001,1000195
1000004,1000195
1000008,1000195
1000005,1000195
1000000,1000195
1000002,1000196
1000006,1000196
1000003,1000196
1000007,1000196
1000010,1000196
1000009,1000196
1000001,1000196
1000004,1000196
1000008,1000196
1000005,1000196
1000000,1000196
1000002,1000197
1000006,1000197
