provider_id,merchant_name,address,road,ward_id,district_id,city_id,description,keyword,hotline,tax_code,price_range,avatar,cover_picture,facade_photo,latitude,longitude,estimated_cooking_time,status,erc,rush_hour,order_totals,user_id,owner_id,current_form,registered_at,update_at,delete_at
1000057,Osmow's,138,Phan Liêm,1,2,3,"Wish you could ask someone what's popular here? Uber Eats users might say chicken On the ROCKS™, since it's one of the most ordered items on the entire menu at this evening go-to.",abc,0123456789,9876543210,8.12-15.81,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8wNWZjNzA4MS0yMjFiLTQ3NmEtYTA4MC00OWYzODA3NmQzMTIuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7887335,106.6959277,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000026,1000010,5,2018-05-29 19:40:14,2018-05-29 19:40:14,
1000032,HALAL REZQ,110,Nguyễn Cửu Vân,1,2,3,,abc,0123456789,9876543210,13.36-16.99,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC9lNzIxOTkyMy1hNThkLTRiM2EtODRkMy04YTlmN2NjNDNhYWEuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7958038,106.7069734,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000030,1000011,5,2021-07-29 12:55:14,2021-07-29 12:55:14,
1000015,CALABAR KITCHEN CANADA,25,Phạm Ngọc Thạch,1,2,3,,abc,0123456789,9876543210,4.75-18.99,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8wY2YwODA2NS1hYzNmLTRjYjAtOTk4OC1lNWExYzA1ODQxMTAuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7821356,106.6964393,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000032,1000012,5,2021-09-12 18:32:28,2021-09-12 18:32:28,
1000001,Afrolicious Restaurant,114,Ký Con,1,2,3,"Wish you could ask someone what's best here? Of the 50 items on the menu at this evening go-to, the Afro Grilled Chicken is one of the items that gets the most orders.",abc,0123456789,9876543210,3.99-12.99,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC83MTQ1MzU3OC1lOGY4LTQ2ZGUtOWM3Ny1hOTk0ZTljYTRmN2Mud2VicA==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7652217,106.7002387,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000036,1000013,5,2018-03-14 10:25:16,2018-03-14 10:25:16,
1000089,The Darway's African Food & Beauty Supplies Inc.,152,Ngô Quyền,1,2,3,,abc,0123456789,9876543210,5.99-12.89,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC9kZTY0MTM0ZS1hYTE1LTQwNmQtYjM5MC0zOGU4Y2EyMzk4YTYud2VicA==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7563038,106.6662693,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000043,1000014,5,2020-01-27 23:12:28,2020-01-27 23:12:28,
1000084,Taste of Lagos,131,Nguyễn An Ninh,1,2,3,,abc,0123456789,9876543210,4.0-18.0,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC81Mzc0YWI0NS0zOTMzLTRjZTUtYjZkMC03ODQzMGQ3OWNjMzkuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7718045,106.6969256,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000046,1000015,5,2021-12-05 23:46:56,2021-12-05 23:46:56,
1000101,Wass Ethiopian Restaurant,221,Tôn Thất Thiệp,1,2,3,.,abc,0123456789,9876543210,3.99-16.0,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC81OGJlZGM1Ni05NTNjLTQ5MGMtYmNlYy02Zjc5OGQ5NmU3NzMud2VicA==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7733821,106.7019531,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000047,1000016,5,2021-08-01 06:54:34,2021-08-01 06:54:34,
1000095,The Wine Shop (50 Dundurn St S),285,Hai Bà Trưng,1,2,3,"Ever wonder what the 3 most popular Alcohol delivery spots are in Hamilton? You're looking at one of them. At this evening go-to, the Vivo Reserva Cabernet Sauvignon 750ml is one of the most ordered items on the menu and the Black Cellar Cabernet Sauvignon 750ml and the Wayne Gretzky Baco Red 2020 Vqa 750ml are two of the items most commo...",abc,0123456789,9876543210,14.95-41.95,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8zNDYyNGJkYS1mYjRmLTQyOWQtOTRjYy0wYmZjOTM0Nzk2ZGQuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.783556,106.6972911,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000052,1000017,5,2018-03-02 18:30:35,2018-03-02 18:30:35,
1000039,Kelseys,109,Nguyễn Công Chứ,1,2,3,"You're looking at one of the hottest delivery spots in Hamilton on Uber Eats. You might be wondering what to order. Of the 150 things on the menu, the Large Wings is one of the most ordered and the Four Cheese Spinach Dip and the Regular Wings are two of the items most commonly ordered together at this evening go-to.",abc,0123456789,9876543210,4.59-21.84,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC9hNzRkZDZhZS00NDM1LTRkYzktYTU0OS1hZWVjZTZmOGVkNTIuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.5989578,106.8600703,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000055,1000018,5,2020-05-19 23:47:17,2020-05-19 23:47:17,
1000076,State & Main,138,Nguyễn Thiệp,1,2,3,This place is one of the hottest places for delivery in all of Hamilton on Uber Eats. One of the most ordered items on the menu among Uber Eats users is the Main Burger and the Pistachio Crusted Salmon and the The Empire State are two of the items most commonly ordered together at this evening go-to.,abc,0123456789,9876543210,13.0-27.0,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kdXl0NGg5bmZuajUwLmNsb3VkZnJvbnQubmV0L3Jlc2l6ZWQvZmVhYjhkY2U0ZTBlMzNjNWY0YWViYmRlNjZkMzk5ZDMtdzU1MC1mMi5qcGc=,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7752623,106.7032867,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000071,1000019,5,2019-02-10 09:06:29,2019-02-10 09:06:29,
1000088,The Coop Wicked Chicken,282,Mặc Thị Bưởi,1,2,3,,abc,0123456789,9876543210,8.24-18.69,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kdXl0NGg5bmZuajUwLmNsb3VkZnJvbnQubmV0L3Jlc2l6ZWQvY2RjZDY3ZDNlNjY1NzBiNjg4MTcyNzA1NTdiNDNmMzAtdzU1MC1iNi5qcGc=,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.775444,106.704902,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000073,1000020,5,2021-08-17 00:24:44,2021-08-17 00:24:44,
1000004,Amigos,157,Thi Sách,1,2,3,"This spot is among the hottest delivery spots in Hamilton among Uber Eats users. If you're a fan of chicken burrito takeout like the rest of your city, you'll be happy to know it's offered at Amigos.",abc,0123456789,9876543210,8.5-16.5,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8wNTg5ODhkOC0zMjNlLTRmZjAtOGNhMy1mMTA5MjU3ZDJkNjU=,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7759573,106.7062535,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000077,1000021,5,2020-09-24 18:42:41,2020-09-24 18:42:41,
1000087,The Burnt Tongue,295,Phan Văn Đạt,1,2,3,,abc,0123456789,9876543210,6.0-8.0,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8wYjlhN2FlYi1kNjdlLTQyMmMtOGE4Ny1kNTYxNDcyNTM0NjEuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7753718,106.7057456,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000083,1000022,5,2020-11-03 21:50:29,2020-11-03 21:50:29,
1000067,Saint James Espresso Bar & Eatery,138,Phùng Khắc Khoan,1,2,3,Wish you could ask someone what's popular here? The Drive Thru is one of things that gets the most orders of the 120 items on the menu at this morning go-to.,abc,0123456789,9876543210,4.25-13.51,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8yMTYwZjc0Yi1hNzQ3LTQ0NmQtOWIxMC1iMDE0YWUxYTViNjUuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7842139,106.6983626,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000090,1000023,5,2019-03-26 23:06:20,2019-03-26 23:06:20,
1000077,Subway (211 John St S),206,Phan Kế Bính,1,2,3,Here's one of the hottest delivery spots in all of Hamilton among Uber Eats users. The Footlong Turkey Breast Sub is one of the most popular items among Uber Eats users and the Footlong Black Forest Ham Combo and the Footlong Cold Cut Combo Sub Combo are two of the things most commonly ordered together at this early morning go-to.,abc,0123456789,9876543210,5.59-11.29,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC9lYWI3NzNkMi1lYWIyLTQwNzUtYWRiMi02YmRkNmZkYmI2ZjkuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7900834,106.6991415,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000093,1000024,5,2020-05-24 19:26:43,2020-05-24 19:26:43,
1000023,Empire Burger,140,Mạc Đĩnh Chi,1,2,3,Wish you could ask someone what's recommended here? The Imperial Cheese Burger is one of things that gets the most orders of the 70 items on the menu at this evening go-to.,abc,0123456789,9876543210,1.99-14.49,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8wNWRmMDE0Yy1iYzQxLTQ3ODEtYjRiZi1jMDQzZDI1YmY1MDQuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7864515,106.6976719,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000095,1000025,5,2021-10-23 16:52:58,2021-10-23 16:52:58,
1000091,The Dirty South,205,Nguyễn Cảnh Chân,1,2,3,,abc,0123456789,9876543210,8.0-15.5,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kMXJhbHNvZ25qbmczNy5jbG91ZGZyb250Lm5ldC8yMGIyYjVhYi0yZGIwLTQ2ZTQtYWIxNC03MmJmYjExMWQ3YWEuanBlZw==,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7600073,106.6863177,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000096,1000026,5,2021-03-30 05:51:48,2021-03-30 05:51:48,
1000026,Fox & Fiddle Restaurant,208,Huỳnh Thúc Kháng,1,2,3,"You might be wondering what's recommended here at this evening go-to. Of the 110 items on the menu, the Fox Chicken Club is one of the things that gets the most orders.",abc,0123456789,9876543210,15.99-18.99,https://cn-geo1.uber.com/image-proc/resize/eats/format=webp/width=550/height=440/quality=70/srcb64=aHR0cHM6Ly9kdXl0NGg5bmZuajUwLmNsb3VkZnJvbnQubmV0L3Jlc2l6ZWQvYWNkZjkyZjU1MGMwNzFkOTNhYjU0NTI0MDBkZDNjYmItdzU1MC1kYi5qcGc=,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDbdE3wNH9nQqdx7FDXPgKBYDkCka871-Jpw&usqp=CAU,https://frameru.com/wp-content/uploads/2021/06/Restaurant-facade-logo-mockup.jpg,10.7716535,106.6989668,30,1,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/43/22/fb-img-1532845074912.jpg,03:45:12,500,1000097,1000027,5,2020-10-23 00:18:36,2020-10-23 00:18:36,
