menu_id,product_id
1000013,1000529
1000014,1000530
1000013,1000531
1000014,1000532
1000013,1000533
1000014,1000534
1000014,1000535
1000013,1000536
1000014,1000537
1000013,1000538
1000014,1000539
1000013,1000540
1000014,1000541
1000013,1000542
1000014,1000543
1000014,1000544
1000013,1000545
1000014,1000546
1000013,1000547
1000014,1000548
1000013,1000549
1000014,1000550
1000013,1000551
1000014,1000552
1000013,1000553
1000014,1000554
1000672,1000555
1000037,1000556
1000672,1000557
1000037,1000558
1000037,1000559
1000037,1000560
1000672,1000561
1000672,1000562
1000672,1000563
1000672,1000564
1000672,1000565
1000672,1000566
1000672,1000567
1000672,1000568
1000672,1000569
1000672,1000570
1000672,1000571
1000672,1000572
1000672,1000573
1000672,1000574
1000672,1000575
1000672,1000576
1000672,1000577
1000672,1000578
1000672,1000579
1000672,1000580
1000672,1000581
1000672,1000582
1000672,1000583
1000672,1000584
1000460,1000585
1000665,1000585
1000061,1000586
1000218,1000587
1000218,1000588
1000059,1000589
1000218,1000590
1000218,1000591
1000221,1000592
1000059,1000593
1000059,1000594
1000218,1000595
1000295,1000596
1000009,1000596
1000322,1000597
1000322,1000598
1000322,1000599
1000299,1000600
1000395,1000601
1000142,1000602
1000142,1000603
1000322,1000604
1000395,1000605
1000061,1000606
1000142,1000607
1000061,1000608
1000061,1000609
1000061,1000610
1000142,1000611
1000142,1000612
1000142,1000613
1000142,1000614
1000142,1000615
1000142,1000616
1000061,1000617
1000142,1000618
1000142,1000619
1000142,1000620
1000142,1000621
1000142,1000622
1000142,1000623
1000061,1000624
1000061,1000625
1000631,1000626
1000631,1000627
1000631,1000628
1000142,1000629
1000142,1000630
1000142,1000631
1000395,1000632
1000061,1000633
1000061,1000634
1000142,1000635
1000061,1000636
1000061,1000637
1000142,1000638
1000061,1000639
1000061,1000640
1000061,1000641
1000061,1000642
1000061,1000643
1000061,1000644
1000061,1000645
1000142,1000646
1000322,1000647
1000142,1000648
1000142,1000649
1000142,1000650
1000142,1000651
1000631,1000652
1000061,1000653
1000061,1000654
1000061,1000655
1000061,1000656
1000061,1000657
1000142,1000658
1000142,1000659
1000142,1000660
1000142,1000661
1000142,1000662
1000061,1000663
1000631,1000664
1000061,1000665
1000061,1000666
1000575,1000668
1000452,1000669
1000179,1000670
1000179,1000671
1000452,1000672
1000452,1000673
1000179,1000674
1000179,1000675
1000452,1000676
1000179,1000677
1000179,1000678
1000179,1000679
1000179,1000680
1000179,1000681
1000452,1000682
1000218,1000683
1000395,1000684
1000060,1000685
1000060,1000686
1000060,1000687
1000060,1000688
1000544,1000689
1000129,1000689
1000374,1000690
1000544,1000690
1000129,1000690
1000128,1000691
1000395,1000692
1000106,1000693
1000106,1000694
1000106,1000695
1000106,1000696
1000106,1000697
1000544,1000698
1000460,1000699
1000083,1000699
1000434,1000700
1000221,1000701
1000218,1000702
1000221,1000703
1000218,1000705
1000221,1000706
1000384,1000707
1000384,1000708
1000384,1000709
1000384,1000710
1000384,1000711
1000460,1000712
1000384,1000712
1000384,1000713
1000384,1000714
1000384,1000715
1000384,1000716
1000460,1000717
1000384,1000717
1000384,1000718
1000384,1000719
1000384,1000720
1000460,1000721
1000384,1000721
1000384,1000722
1000384,1000723
1000384,1000724
1000384,1000725
1000460,1000726
1000384,1000726
1000384,1000727
1000384,1000728
1000028,1000729
1000208,1000730
1000028,1000731
1000028,1000732
1000028,1000733
1000028,1000734
1000028,1000735
1000028,1000736
1000028,1000737
1000028,1000738
1000208,1000739
1000028,1000740
1000028,1000741
1000028,1000742
1000028,1000743
1000208,1000744
1000028,1000745
1000028,1000746
1000028,1000747
1000028,1000748
1000208,1000749
1000028,1000750
1000031,1000751
1000460,1000752
1000031,1000752
1000028,1000753
1000028,1000754
1000208,1000755
1000031,1000756
1000028,1000757
1000028,1000758
1000031,1000759
1000028,1000760
1000208,1000761
1000028,1000762
1000028,1000763
1000028,1000764
1000028,1000765
1000208,1000766
1000208,1000767
1000208,1000768
1000208,1000769
1000208,1000770
1000031,1000771
1000208,1000772
1000208,1000773
1000032,1000774
1000208,1000775
1000208,1000776
1000208,1000777
1000460,1000778
1000031,1000778
1000031,1000779
1000031,1000780
1000031,1000781
1000031,1000782
1000031,1000783
1000031,1000784
1000031,1000785
1000366,1000786
1000434,1000787
1000590,1000788
1000149,1000789
1000218,1000790
1000120,1000791
1000120,1000792
1000221,1000793
1000435,1000794
1000435,1000795
1000435,1000796
1000613,1000797
1000544,1000798
1000568,1000799
1000690,1000800
1000460,1000801
1000567,1000801
1000594,1000802
1000386,1000803
1000300,1000804
1000015,1000805
1000180,1000806
1000636,1000807
1000232,1000809
1000232,1000810
1000544,1000811
1000232,1000812
1000232,1000813
1000544,1000814
1000397,1000815
1000435,1000816
1000318,1000817
1000318,1000818
1000318,1000819
1000435,1000820
1000318,1000821
1000435,1000822
1000318,1000823
1000318,1000824
1000318,1000825
1000397,1000826
1000457,1000827
1000457,1000828
1000318,1000829
1000435,1000830
1000318,1000831
1000300,1000832
1000397,1000833
1000397,1000834
1000457,1000835
1000300,1000836
1000397,1000837
1000318,1000838
1000533,1000839
1000300,1000840
1000435,1000841
1000149,1000842
1000149,1000843
1000148,1000844
1000148,1000845
1000148,1000846
1000148,1000847
1000148,1000848
1000148,1000849
1000631,1000850
1000631,1000851
1000148,1000852
1000148,1000854
1000148,1000855
1000149,1000856
1000148,1000857
1000631,1000858
1000631,1000859
1000631,1000860
1000631,1000861
1000148,1000862
1000148,1000863
1000148,1000865
1000148,1000866
1000148,1000867
1000148,1000868
1000460,1000869
1000021,1000869
1000590,1000870
1000434,1000871
1000318,1000872
1000031,1000873
1000544,1000874
1000435,1000875
1000041,1000876
1000187,1000877
1000434,1000878
1000434,1000879
1000386,1000880
1000015,1000881
1000300,1000882
1000302,1000883
1000302,1000884
1000110,1000885
1000303,1000886
1000302,1000887
1000303,1000888
1000302,1000889
1000303,1000890
1000110,1000891
1000303,1000892
1000110,1000893
1000303,1000894
1000302,1000895
1000303,1000896
1000110,1000897
1000332,1000898
1000434,1000899
1000624,1000900
1000022,1000901
1000353,1000902
1000353,1000903
1000353,1000904
1000434,1000905
1000434,1000906
1000099,1000907
1000101,1000908
1000576,1000909
1000706,1000910
1000434,1000912
1000434,1000913
1000588,1000914
1000300,1000915
1000533,1000916
1000318,1000917
1000318,1000918
1000533,1000919
1000511,1000920
1000460,1000921
1000383,1000921
1000318,1000922
1000202,1000923
1000475,1000924
1000300,1000925
1000509,1000926
1000322,1000927
1000107,1000928
1000107,1000929
1000107,1000930
1000107,1000931
1000107,1000932
1000533,1000933
1000218,1000934
1000176,1000935
1000218,1000936
1000221,1000937
1000221,1000938
1000221,1000939
1000434,1000940
1000221,1000941
1000218,1000942
1000176,1000943
1000221,1000944
1000352,1000945
1000352,1000946
1000218,1000947
1000218,1000948
1000218,1000949
1000241,1000950
1000690,1000951
1000556,1000952
1000536,1000953
1000221,1000954
1000221,1000955
1000221,1000956
1000218,1000957
1000218,1000958
1000221,1000959
1000218,1000960
1000218,1000961
1000218,1000962
1000218,1000963
1000352,1000964
1000218,1000965
1000221,1000966
1000218,1000967
1000218,1000968
1000221,1000969
1000221,1000970
1000221,1000971
1000682,1000972
1000678,1000973
1000076,1000974
1000076,1000975
1000324,1000976
1000324,1000977
1000603,1000978
1000456,1000979
1000283,1000980
1000300,1000981
1000434,1000982
1000454,1000983
1000068,1000984
1000435,1000985
1000319,1000986
1000319,1000987
1000454,1000988
1000454,1000989
1000435,1000990
1000435,1000991
1000319,1000992
1000319,1000993
1000435,1000994
1000221,1000995
1000593,1000996
1000460,1000997
1000479,1000997
1000024,1000998
1000330,1000999
1000330,1001000
1000158,1001001
1000159,1001002
1000325,1001003
1000325,1001004
1000325,1001005
1000460,1001006
1000706,1001006
1000023,1001007
1000023,1001008
1000435,1001009
1000076,1001010
1000023,1001011
1000023,1001012
1000023,1001013
1000023,1001014
1000023,1001015
1000023,1001016
1000559,1001017
1000023,1001018
1000434,1001019
1000544,1001020
1000460,1001021
1000090,1001021
1000016,1001022
1000095,1001023
1000121,1001024
1000121,1001025
1000121,1001026
1000299,1001027
1000354,1001028
1000292,1001029
1000676,1001030
1000544,1001031
1000413,1001032
1000204,1001033
1000192,1001034
1000044,1001035
1000043,1001036
1000043,1001037
1000168,1001038
1000264,1001039
1000218,1001040
1000460,1001041
1000061,1001041
1000264,1001042
1000163,1001043
1000163,1001044
1000669,1001045
1000252,1001046
1000205,1001047
1000544,1001048
1000205,1001049
1000395,1001050
1000262,1001051
1000573,1001052
1000573,1001053
1000205,1001054
1000205,1001055
1000205,1001056
1000061,1001057
1000395,1001058
1000378,1001059
1000376,1001060
1000366,1001061
1000692,1001062
1000415,1001063
1000415,1001064
1000415,1001065
1000415,1001066
1000061,1001067
1000692,1001068
1000415,1001069
1000221,1001070
1000061,1001071
1000061,1001072
1000218,1001073
1000015,1001074
1000218,1001075
1000218,1001076
1000218,1001077
1000061,1001078
1000058,1001079
1000327,1001080
1000061,1001081
1000218,1001082
1000218,1001083
1000218,1001084
1000221,1001085
1000218,1001086
1000640,1001087
1000150,1001088
1000061,1001089
1000218,1001090
1000218,1001091
1000218,1001092
1000218,1001093
1000217,1001094
1000218,1001095
1000061,1001096
1000061,1001097
1000218,1001098
1000218,1001099
1000218,1001100
1000218,1001101
1000460,1001102
1000218,1001102
1000218,1001103
1000435,1001104
1000300,1001105
1000300,1001106
1000299,1001107
1000435,1001108
1000435,1001109
1000300,1001110
1000395,1001111
1000395,1001112
1000378,1001113
1000605,1001114
1000505,1001115
1000435,1001116
1000435,1001117
1000435,1001118
1000174,1001119
1000469,1001120
1000507,1001121
1000533,1001122
1000318,1001123
1000205,1001124
1000559,1001125
1000258,1001126
1000033,1001127
1000033,1001128
1000033,1001129
1000620,1001130
1000460,1001131
1000011,1001131
1000031,1001132
1000367,1001133
1000200,1001134
1000199,1001135
1000533,1001136
1000285,1001137
1000631,1001138
1000631,1001139
1000446,1001140
1000446,1001141
1000446,1001142
1000446,1001143
1000121,1001144
1000434,1001146
1000434,1001147
1000300,1001148
1000218,1001150
1000121,1001151
1000300,1001152
1000123,1001153
1000123,1001154
1000300,1001155
1000435,1001156
1000417,1001157
1000119,1001158
1000394,1001159
1000313,1001160
1000313,1001161
1000427,1001162
1000313,1001163
1000626,1001164
1000627,1001165
1000388,1001166
1000583,1001167
1000583,1001168
1000482,1001169
1000568,1001170
1000378,1001171
1000604,1001172
1000659,1001173
1000025,1001174
1000388,1001175
1000643,1001177
1000018,1001178
1000068,1001179
1000587,1001180
1000434,1001181
1000434,1001182
1000434,1001183
1000434,1001184
1000559,1001185
1000386,1001186
1000300,1001187
1000015,1001188
1000539,1001189
1000539,1001190
1000539,1001191
1000460,1001192
1000539,1001192
1000539,1001193
1000539,1001194
1000539,1001195
1000539,1001196
1000539,1001197
1000704,1001198
1000626,1001199
1000623,1001200
1000623,1001201
1000623,1001202
1000623,1001203
1000623,1001204
1000623,1001205
1000623,1001206
1000623,1001207
1000685,1001208
1000685,1001209
1000685,1001210
1000685,1001211
1000685,1001212
1000460,1001213
1000589,1001213
1000221,1001214
1000031,1001215
1000311,1001216
1000386,1001217
1000670,1001218
1000297,1001219
1000509,1001220
1000632,1001221
1000128,1001221
1000097,1001222
1000367,1001223
1000627,1001224
1000517,1001225
1000619,1001226
1000031,1001227
1000031,1001228
1000388,1001229
1000521,1001230
1000407,1001231
1000018,1001232
1000214,1001233
1000214,1001234
1000125,1001235
1000557,1001236
1000608,1001237
1000322,1001238
1000322,1001239
1000608,1001240
1000533,1001241
1000608,1001242
1000608,1001243
1000218,1001244
1000130,1001245
1000129,1001246
1000683,1001247
1000683,1001248
1000515,1001249
1000683,1001250
1000683,1001251
1000512,1001252
1000647,1001253
1000515,1001254
1000312,1001255
1000017,1001256
1000067,1001257
1000067,1001258
1000067,1001259
1000067,1001260
1000067,1001261
1000067,1001262
1000590,1001263
1000031,1001264
1000031,1001265
1000681,1001266
1000031,1001267
1000386,1001268
1000479,1001269
1000110,1001270
1000221,1001271
1000221,1001272
1000530,1001273
1000077,1001274
1000130,1001275
1000245,1001276
1000246,1001277
1000245,1001278
1000246,1001279
1000245,1001280
1000246,1001281
1000326,1001282
1000408,1001283
1000079,1001283
1000408,1001284
1000079,1001284
1000343,1001285
1000343,1001286
1000544,1001287
1000080,1001288
1000549,1001289
1000544,1001290
1000098,1001291
1000516,1001292
1000516,1001293
1000278,1001294
1000246,1001295
1000460,1001296
1000394,1001296
1000091,1001297
1000174,1001298
1000308,1001299
1000174,1001300
1000308,1001301
1000174,1001302
1000308,1001303
1000246,1001304
1000571,1001305
1000245,1001306
1000246,1001307
1000460,1001308
1000278,1001309
1000200,1001310
1000578,1001311
1000605,1001313
1000129,1001314
1000515,1001315
1000659,1001316
1000077,1001316
1000078,1001317
1000079,1001318
1000343,1001319
1000326,1001320
1000386,1001321
1000430,1001322
1000460,1001323
1000174,1001323
1000308,1001324
1000460,1001325
1000394,1001325
1000061,1001326
1000434,1001328
1000218,1001329
1000516,1001331
1000186,1001332
1000040,1001333
1000040,1001334
1000040,1001335
1000040,1001336
1000040,1001337
1000040,1001338
1000040,1001339
1000077,1001340
1000043,1001341
1000043,1001342
1000283,1001343
1000300,1001344
1000300,1001345
1000061,1001346
1000061,1001347
1000061,1001348
1000061,1001349
1000678,1001350
1000072,1001351
1000460,1001352
1000259,1001352
1000460,1001353
1000569,1001353
1000100,1001354
1000044,1001355
1000044,1001356
1000460,1001357
1000593,1001357
1000643,1001358
1000002,1001359
1000538,1001360
1000047,1001361
1000460,1001362
1000605,1001362
1000141,1001363
1000146,1001363
1000300,1001364
1000205,1001365
1000205,1001367
1000205,1001369
1000205,1001370
1000460,1001371
1000205,1001371
1000204,1001372
1000206,1001373
1000205,1001374
1000460,1001375
1000259,1001375
1000205,1001376
1000682,1001377
1000128,1001378
1000544,1001379
1000544,1001380
1000072,1001381
1000100,1001382
1000676,1001383
1000691,1001384
1000077,1001384
1000258,1001385
1000573,1001386
1000044,1001386
1000573,1001387
1000044,1001387
1000044,1001388
1000442,1001389
1000622,1001390
1000482,1001391
1000321,1001392
1000321,1001393
1000533,1001394
1000533,1001395
1000300,1001396
1000457,1001397
1000434,1001398
1000226,1001399
1000460,1001400
1000569,1001400
1000218,1001402
1000227,1001403
1000218,1001405
1000218,1001406
1000218,1001407
1000218,1001408
1000218,1001409
1000218,1001410
1000429,1001411
1000429,1001412
1000082,1001413
1000479,1001414
1000460,1001415
1000462,1001415
1000461,1001416
1000404,1001417
1000563,1001418
1000375,1001419
1000097,1001421
1000615,1001422
1000435,1001423
1000279,1001424
1000061,1001426
1000142,1001427
1000300,1001428
1000300,1001429
1000300,1001430
1000300,1001431
1000300,1001432
1000300,1001433
1000704,1001434
1000096,1001435
1000096,1001436
1000218,1001437
1000221,1001438
1000061,1001439
1000061,1001440
1000434,1001441
1000434,1001442
1000434,1001443
1000521,1001444
1000655,1001445
1000232,1001446
1000232,1001447
1000544,1001448
1000544,1001449
1000544,1001450
1000031,1001451
1000605,1001452
1000604,1001453
1000557,1001454
1000259,1001455
1000101,1001456
1000576,1001457
1000706,1001458
1000627,1001459
1000619,1001460
1000417,1001461
1000039,1001462
1000099,1001463
1000121,1001464
1000186,1001465
1000186,1001466
1000121,1001467
1000091,1001468
1000605,1001469
1000435,1001470
1000435,1001471
1000460,1001472
1000111,1001472
1000434,1001473
1000434,1001474
1000199,1001475
1000198,1001476
1000200,1001477
1000015,1001478
1000386,1001479
1000300,1001480
1000015,1001482
1000300,1001483
1000176,1001484
1000332,1001486
1000366,1001487
1000299,1001488
1000389,1001489
1000507,1001490
1000507,1001491
1000237,1001492
1000588,1001493
1000460,1001494
1000389,1001494
1000019,1001495
1000703,1001496
1000490,1001497
1000555,1001499
1000460,1001500
1000367,1001500
1000460,1001501
1000091,1001501
1000051,1001502
1000367,1001503
1000276,1001504
1000544,1001505
1000276,1001506
1000421,1001507
1000051,1001508
1000466,1001509
1000707,1001511
1000051,1001513
1000423,1001514
1000605,1001515
1000551,1001516
1000552,1001518
1000553,1001520
1000478,1001522
1000249,1001523
1000284,1001524
1000249,1001525
1000019,1001527
1000212,1001528
1000367,1001529
1000367,1001530
1000249,1001531
1000493,1001532
1000491,1001533
1000509,1001534
1000434,1001536
1000427,1001537
1000026,1001538
1000466,1001540
1000431,1001542
1000431,1001543
1000380,1001544
1000380,1001545
1000707,1001546
1000707,1001548
1000460,1001549
1000460,1001550
1000395,1001550
1000518,1001551
1000031,1001552
1000031,1001553
1000388,1001554
1000581,1001555
1000049,1001556
1000049,1001557
1000031,1001558
1000150,1001559
1000511,1001560
1000223,1001561
1000322,1001562
1000215,1001563
1000241,1001564
1000443,1001565
1000435,1001566
1000454,1001567
1000454,1001568
1000338,1001569
1000334,1001570
1000334,1001571
1000334,1001572
1000334,1001573
1000334,1001574
1000334,1001575
1000334,1001576
1000334,1001577
1000335,1001578
1000338,1001579
1000338,1001580
1000338,1001581
1000338,1001582
1000338,1001583
1000338,1001584
1000338,1001585
1000338,1001586
1000460,1001587
1000338,1001587
1000460,1001588
1000338,1001588
1000338,1001589
1000338,1001590
1000338,1001591
1000338,1001592
1000338,1001593
1000338,1001594
1000338,1001595
1000338,1001596
1000338,1001597
1000334,1001598
1000338,1001599
1000338,1001600
1000338,1001601
1000338,1001602
1000318,1001603
1000054,1001604
1000460,1001605
1000317,1001605
1000455,1001606
1000322,1001607
1000215,1001608
1000215,1001609
1000241,1001610
1000241,1001611
1000241,1001612
1000435,1001613
1000241,1001614
1000171,1001615
1000171,1001616
1000171,1001617
1000171,1001618
1000171,1001619
1000171,1001620
1000171,1001621
1000460,1001622
1000417,1001622
1000417,1001623
1000533,1001624
1000318,1001625
1000318,1001627
1000318,1001629
1000318,1001630
1000318,1001631
1000601,1001632
1000601,1001633
1000300,1001634
1000434,1001635
1000434,1001636
1000434,1001637
1000434,1001638
1000434,1001639
1000042,1001640
1000041,1001641
1000042,1001642
1000300,1001643
1000300,1001644
1000041,1001645
1000042,1001646
1000042,1001647
1000042,1001648
1000041,1001649
1000042,1001650
1000041,1001651
1000042,1001652
1000042,1001653
1000434,1001654
1000299,1001655
1000386,1001656
1000015,1001657
1000300,1001658
1000435,1001659
1000300,1001660
1000041,1001661
1000042,1001662
1000042,1001663
1000386,1001664
1000015,1001665
1000300,1001666
1000186,1001667
1000186,1001668
1000186,1001669
1000444,1001670
1000434,1001671
1000434,1001672
1000434,1001673
1000434,1001674
1000434,1001675
1000187,1001676
1000187,1001677
1000434,1001678
1000061,1001679
1000460,1001680
1000061,1001680
1000454,1001681
1000431,1001682
1000431,1001683
1000326,1001684
1000551,1001685
1000552,1001687
1000553,1001689
1000509,1001691
1000466,1001693
1000466,1001694
1000707,1001695
1000162,1001697
1000678,1001698
1000677,1001699
1000682,1001700
1000682,1001701
1000419,1001702
1000608,1001703
1000608,1001704
