product_id,label,value,option_description,is_required,price
1000096,,,,1,0
1000097,,,,1,0
1000099,,,,1,0
1000100,,,,1,0
1000101,,,,1,0
1000102,,,,1,0
1000103,,,,1,0
1000104,,,,1,0
1000105,,,,1,0
1000106,,,,1,0
1000107,,,,1,0
1000108,,,,1,0
1000109,,,,1,0
1000110,,,,1,0
1000111,,,,1,0
1000112,,,,1,0
1000113,,,,1,0
1000114,,,,1,0
1000115,,,,1,0
1000116,,,,1,0
1000117,,,,1,0
1000118,,,,1,0
1000119,,,,1,0
1000120,,,,1,0
1000121,,,,1,0
1000122,,,,1,0
1000123,,,,1,0
1000124,,,,1,0
1000125,,,,1,0
1000126,,,,1,0
1000127,,,,1,0
1000128,,,,1,0
1000129,,,,1,0
1000130,,,,1,0
1000131,,,,1,0
1000132,,,,1,0
1000133,,,,1,0
1000134,,,,1,0
1000135,,,,1,0
1000136,,,,1,0
1000137,,,,1,0
1000138,,,,1,0
1000139,,,,1,0
1000140,,,,1,0
1000141,,,,1,0
1000142,,,,1,0
1000143,,,,1,0
1000144,,,,1,0
1000145,,,,1,0
1000146,,,,1,0
1000147,,,,1,0
1000148,,,,1,0
1000149,,,,1,0
1000150,,,,1,0
1000151,,,,1,0
1000152,,,,1,0
1000153,,,,1,0
1000154,,,,1,0
1000155,,,,1,0
1000156,,,,1,0
1000157,,,,1,0
1000158,,,,1,0
1000159,,,,1,0
1000160,,,,1,0
1000161,,,,1,0
1000162,,,,1,0
1000163,,,,1,0
1000164,,,,1,0
1000165,,,,1,0
1000166,,,,1,0
1000167,,,,1,0
1000168,,,,1,0
1000169,,,,1,0
1000170,,,,1,0
1000171,,,,1,0
1000172,,,,1,0
1000173,,,,1,0
1000174,,,,1,0
1000175,,,,1,0
1000176,,,,1,0
1000177,,,,1,0
1000178,,,,1,0
1000179,,,,1,0
1000180,,,,1,0
1000181,,,,1,0
1000182,,,,1,0
1000183,,,,1,0
1000184,,,,1,0
1000185,,,,1,0
1000186,,,,1,0
1000187,,,,1,0
1000188,,,,1,0
1000189,,,,1,0
1000190,,,,1,0
1000191,,,,1,0
1000192,,,,1,0
1000193,,,,1,0
1000194,,,,1,0
1000195,,,,1,0
1000196,,,,1,0
1000197,,,,1,0
1000198,,,,1,0
1000199,,,,1,0
1000200,,,,1,0
1000201,,,,1,0
1000202,,,,1,0
1000203,,,,1,0
1000204,,,,1,0
1000205,,,,1,0
1000206,,,,1,0
1000207,,,,1,0
1000208,,,,1,0
1000209,,,,1,0
1000210,,,,1,0
1000211,,,,1,0
1000212,,,,1,0
1000213,,,,1,0
1000214,,,,1,0
1000215,,,,1,0
1000216,,,,1,0
1000217,,,,1,0
1000218,,,,1,0
1000219,,,,1,0
1000220,,,,1,0
1000221,,,,1,0
1000222,,,,1,0
1000223,,,,1,0
1000224,,,,1,0
1000225,,,,1,0
1000226,,,,1,0
1000227,,,,1,0
1000228,,,,1,0
1000229,,,,1,0
1000230,,,,1,0
1000231,,,,1,0
1000232,,,,1,0
1000233,,,,1,0
1000234,,,,1,0
1000235,,,,1,0
1000236,,,,1,0
1000237,,,,1,0
1000238,,,,1,0
1000239,,,,1,0
1000240,,,,1,0
1000241,,,,1,0
1000242,,,,1,0
1000243,,,,1,0
1000244,,,,1,0
1000245,,,,1,0
1000246,,,,1,0
1000247,,,,1,0
1000248,,,,1,0
1000249,,,,1,0
1000250,,,,1,0
1000251,,,,1,0
1000252,,,,1,0
1000253,,,,1,0
1000254,,,,1,0
1000255,,,,1,0
1000256,,,,1,0
1000259,,,,1,0
1000260,,,,1,0
1000261,,,,1,0
1000262,,,,1,0
1000263,,,,1,0
1000264,,,,1,0
1000265,,,,1,0
1000266,,,,1,0
1000267,,,,1,0
1000268,,,,1,0
1000269,,,,1,0
1000270,,,,1,0
1000271,,,,1,0
1000272,,,,1,0
1000273,,,,1,0
1000274,,,,1,0
1000275,,,,1,0
1000276,,,,1,0
1000277,,,,1,0
1000278,,,,1,0
1000279,,,,1,0
1000280,,,,1,0
1000281,,,,1,0
1000282,,,,1,0
1000283,,,,1,0
1000284,,,,1,0
1000285,,,,1,0
1000286,,,,1,0
1000287,,,,1,0
1000288,,,,1,0
1000289,,,,1,0
1000290,,,,1,0
1000291,,,,1,0
1000292,,,,1,0
1000293,,,,1,0
1000294,,,,1,0
1000295,,,,1,0
1000296,,,,1,0
1000297,,,,1,0
1000298,,,,1,0
1000299,,,,1,0
1000300,,,,1,0
1000301,,,,1,0
1000302,,,,1,0
1000303,,,,1,0
1000304,,,,1,0
1000305,,,,1,0
1000306,,,,1,0
1000307,,,,1,0
1000308,,,,1,0
1000309,,,,1,0
1000310,,,,1,0
1000311,,,,1,0
1000312,,,,1,0
1000313,,,,1,0
1000314,,,,1,0
1000315,,,,1,0
1000316,,,,1,0
1000317,,,,1,0
1000318,,,,1,0
1000319,,,,1,0
1000320,,,,1,0
1000321,,,,1,0
1000322,,,,1,0
1000323,,,,1,0
1000324,,,,1,0
1000325,,,,1,0
1000326,,,,1,0
1000327,,,,1,0
1000328,,,,1,0
1000329,,,,1,0
1000330,,,,1,0
1000331,,,,1,0
1000332,,,,1,0
1000333,,,,1,0
1000334,,,,1,0
1000335,,,,1,0
1000336,,,,1,0
1000337,,,,1,0
1000338,,,,1,0
1000339,,,,1,0
1000340,,,,1,0
1000341,,,,1,0
1000342,,,,1,0
1000343,,,,1,0
1000344,,,,1,0
1000345,,,,1,0
1000346,,,,1,0
1000347,,,,1,0
1000348,,,,1,0
1000349,,,,1,0
1000350,,,,1,0
1000351,,,,1,0
1000352,,,,1,0
1000353,,,,1,0
1000354,,,,1,0
1000355,,,,1,0
1000356,,,,1,0
1000357,,,,1,0
1000358,,,,1,0
1000359,,,,1,0
1000360,,,,1,0
1000361,,,,1,0
1000362,,,,1,0
1000363,,,,1,0
1000364,,,,1,0
1000365,,,,1,0
1000366,,,,1,0
1000367,,,,1,0
1000368,,,,1,0
1000369,,,,1,0
1000370,,,,1,0
1000371,,,,1,0
1000372,,,,1,0
1000373,,,,1,0
1000374,,,,1,0
1000375,,,,1,0
1000376,,,,1,0
1000377,,,,1,0
1000378,,,,1,0
1000379,,,,1,0
1000380,,,,1,0
1000381,,,,1,0
1000382,,,,1,0
1000383,,,,1,0
1000384,,,,1,0
1000385,,,,1,0
1000386,,,,1,0
1000387,,,,1,0
1000388,,,,1,0
1000389,,,,1,0
1000390,,,,1,0
1000391,,,,1,0
1000392,,,,1,0
1000393,,,,1,0
1000394,,,,1,0
1000395,,,,1,0
1000396,,,,1,0
1000397,,,,1,0
1000398,,,,1,0
1000399,,,,1,0
1000400,,,,1,0
1000401,,,,1,0
1000402,,,,1,0
1000403,,,,1,0
1000404,,,,1,0
1000405,,,,1,0
1000406,,,,1,0
1000407,,,,1,0
1000408,,,,1,0
1000409,,,,1,0
1000410,,,,1,0
1000411,,,,1,0
1000412,,,,1,0
1000413,,,,1,0
1000414,,,,1,0
1000415,,,,1,0
1000416,,,,1,0
1000417,,,,1,0
1000418,,,,1,0
1000419,,,,1,0
1000420,,,,1,0
1000421,,,,1,0
1000422,,,,1,0
1000423,,,,1,0
1000424,,,,1,0
1000425,,,,1,0
1000426,,,,1,0
1000427,,,,1,0
1000428,,,,1,0
1000429,,,,1,0
1000430,,,,1,0
1000431,,,,1,0
1000432,,,,1,0
1000433,,,,1,0
1000434,,,,1,0
1000435,,,,1,0
1000436,,,,1,0
1000437,,,,1,0
1000438,,,,1,0
1000439,,,,1,0
1000440,,,,1,0
1000441,,,,1,0
1000442,,,,1,0
1000443,,,,1,0
1000444,,,,1,0
1000445,,,,1,0
1000446,,,,1,0
1000447,,,,1,0
1000448,,,,1,0
1000449,,,,1,0
1000450,,,,1,0
1000451,,,,1,0
1000452,,,,1,0
1000453,,,,1,0
1000454,,,,1,0
1000455,,,,1,0
1000456,,,,1,0
1000457,,,,1,0
1000458,,,,1,0
1000459,,,,1,0
1000460,,,,1,0
1000461,,,,1,0
1000462,,,,1,0
1000463,,,,1,0
1000464,,,,1,0
1000465,,,,1,0
1000466,,,,1,0
1000467,,,,1,0
1000468,,,,1,0
1000469,,,,1,0
1000470,,,,1,0
1000471,,,,1,0
1000472,,,,1,0
1000473,,,,1,0
1000474,,,,1,0
1000475,,,,1,0
1000476,,,,1,0
1000477,,,,1,0
1000478,,,,1,0
1000479,,,,1,0
1000480,,,,1,0
1000481,,,,1,0
1000482,,,,1,0
1000483,,,,1,0
1000484,,,,1,0
1000485,,,,1,0
1000486,,,,1,0
1000487,,,,1,0
1000488,,,,1,0
1000489,,,,1,0
1000490,,,,1,0
1000491,,,,1,0
1000492,,,,1,0
1000493,,,,1,0
1000494,,,,1,0
1000495,,,,1,0
1000496,,,,1,0
1000497,,,,1,0
1000498,,,,1,0
1000499,,,,1,0
1000500,,,,1,0
1000501,,,,1,0
1000502,,,,1,0
1000503,,,,1,0
1000504,,,,1,0
1000506,,,,1,0
1000507,,,,1,0
1000508,,,,1,0
1000509,,,,1,0
1000510,,,,1,0
1000511,,,,1,0
1000512,,,,1,0
1000513,,,,1,0
1000514,,,,1,0
1000515,,,,1,0
1000516,,,,1,0
1000517,,,,1,0
1000518,,,,1,0
1000519,,,,1,0
1000520,,,,1,0
1000521,,,,1,0
1000522,,,,1,0
1000523,,,,1,0
1000524,,,,1,0
1000525,,,,1,0
1000526,,,,1,0
1000527,,,,1,0
1000528,,,,1,0
1000529,,,,1,0
1000530,,,,1,0
1000531,,,,1,0
1000532,,,,1,0
1000533,,,,1,0
1000534,,,,1,0
1000535,,,,1,0
1000536,,,,1,0
1000537,,,,1,0
1000538,,,,1,0
1000539,,,,1,0
1000540,,,,1,0
1000541,,,,1,0
1000542,,,,1,0
1000543,,,,1,0
1000544,,,,1,0
1000545,,,,1,0
1000546,,,,1,0
1000547,,,,1,0
1000548,,,,1,0
1000549,,,,1,0
1000550,,,,1,0
1000551,,,,1,0
1000552,,,,1,0
1000553,,,,1,0
1000554,,,,1,0
1000555,,,,1,0
1000556,,,,1,0
1000557,,,,1,0
1000558,,,,1,0
1000559,,,,1,0
1000560,,,,1,0
1000561,,,,1,0
1000562,,,,1,0
1000563,,,,1,0
1000564,,,,1,0
1000565,,,,1,0
1000566,,,,1,0
1000567,,,,1,0
1000568,,,,1,0
1000569,,,,1,0
1000570,,,,1,0
1000571,,,,1,0
1000572,,,,1,0
1000573,,,,1,0
1000574,,,,1,0
1000575,,,,1,0
1000576,,,,1,0
1000577,,,,1,0
1000578,,,,1,0
1000579,,,,1,0
1000580,,,,1,0
1000581,,,,1,0
1000582,,,,1,0
1000583,,,,1,0
1000584,,,,1,0
1000585,,,,1,0
1000586,,,,1,0
1000587,,,,1,0
1000588,,,,1,0
1000589,,,,1,0
1000590,,,,1,0
1000591,,,,1,0
1000592,,,,1,0
1000593,,,,1,0
1000594,,,,1,0
1000595,,,,1,0
1000596,,,,1,0
1000597,,,,1,0
1000598,,,,1,0
1000599,,,,1,0
1000600,,,,1,0
1000601,,,,1,0
1000602,,,,1,0
1000603,,,,1,0
1000604,,,,1,0
1000605,,,,1,0
1000606,,,,1,0
1000607,,,,1,0
1000608,,,,1,0
1000609,,,,1,0
1000610,,,,1,0
1000611,,,,1,0
1000612,,,,1,0
1000613,,,,1,0
1000614,,,,1,0
1000615,,,,1,0
1000616,,,,1,0
1000617,,,,1,0
1000618,,,,1,0
1000619,,,,1,0
1000620,,,,1,0
1000621,,,,1,0
1000622,,,,1,0
1000623,,,,1,0
1000624,,,,1,0
1000625,,,,1,0
1000626,,,,1,0
1000627,,,,1,0
1000628,,,,1,0
1000629,,,,1,0
1000630,,,,1,0
1000631,,,,1,0
1000632,,,,1,0
1000633,,,,1,0
1000634,,,,1,0
1000635,,,,1,0
1000636,,,,1,0
1000637,,,,1,0
1000638,,,,1,0
1000639,,,,1,0
1000640,,,,1,0
1000641,,,,1,0
1000642,,,,1,0
1000643,,,,1,0
1000644,,,,1,0
1000645,,,,1,0
1000646,,,,1,0
1000647,,,,1,0
1000648,,,,1,0
1000649,,,,1,0
1000650,,,,1,0
1000651,,,,1,0
1000652,,,,1,0
1000653,,,,1,0
1000654,,,,1,0
1000655,,,,1,0
1000656,,,,1,0
1000657,,,,1,0
1000658,,,,1,0
1000659,,,,1,0
1000660,,,,1,0
1000661,,,,1,0
1000662,,,,1,0
1000663,,,,1,0
1000664,,,,1,0
1000665,,,,1,0
1000666,,,,1,0
1000668,,,,1,0
1000669,,,,1,0
1000670,,,,1,0
1000671,,,,1,0
1000672,,,,1,0
1000673,,,,1,0
1000674,,,,1,0
1000675,,,,1,0
1000676,,,,1,0
1000677,,,,1,0
1000678,,,,1,0
1000679,,,,1,0
1000680,,,,1,0
1000681,,,,1,0
1000682,,,,1,0
1000683,,,,1,0
1000684,,,,1,0
1000685,,,,1,0
1000686,,,,1,0
1000687,,,,1,0
1000688,,,,1,0
1000689,,,,1,0
1000690,,,,1,0
1000691,,,,1,0
1000692,,,,1,0
1000693,,,,1,0
1000694,,,,1,0
1000695,,,,1,0
1000696,,,,1,0
1000697,,,,1,0
1000698,,,,1,0
1000699,,,,1,0
1000700,,,,1,0
1000701,,,,1,0
1000702,,,,1,0
1000703,,,,1,0
1000705,,,,1,0
1000706,,,,1,0
1000707,,,,1,0
1000708,,,,1,0
1000709,,,,1,0
1000710,,,,1,0
1000711,,,,1,0
1000712,,,,1,0
1000713,,,,1,0
1000714,,,,1,0
1000715,,,,1,0
1000716,,,,1,0
1000717,,,,1,0
1000718,,,,1,0
1000719,,,,1,0
1000720,,,,1,0
1000721,,,,1,0
1000722,,,,1,0
1000723,,,,1,0
1000724,,,,1,0
1000725,,,,1,0
1000726,,,,1,0
1000727,,,,1,0
1000728,,,,1,0
1000729,,,,1,0
1000730,,,,1,0
1000731,,,,1,0
1000732,,,,1,0
1000733,,,,1,0
1000734,,,,1,0
1000735,,,,1,0
1000736,,,,1,0
1000737,,,,1,0
1000738,,,,1,0
1000739,,,,1,0
1000740,,,,1,0
1000741,,,,1,0
1000742,,,,1,0
1000743,,,,1,0
1000744,,,,1,0
1000745,,,,1,0
1000746,,,,1,0
1000747,,,,1,0
1000748,,,,1,0
1000749,,,,1,0
1000750,,,,1,0
1000751,,,,1,0
1000752,,,,1,0
1000753,,,,1,0
1000754,,,,1,0
1000755,,,,1,0
1000756,,,,1,0
1000757,,,,1,0
1000758,,,,1,0
1000759,,,,1,0
1000760,,,,1,0
1000761,,,,1,0
1000762,,,,1,0
1000763,,,,1,0
1000764,,,,1,0
1000765,,,,1,0
1000766,,,,1,0
1000767,,,,1,0
1000768,,,,1,0
1000769,,,,1,0
1000770,,,,1,0
1000771,,,,1,0
1000772,,,,1,0
1000773,,,,1,0
1000774,,,,1,0
1000775,,,,1,0
1000776,,,,1,0
1000777,,,,1,0
1000778,,,,1,0
1000779,,,,1,0
1000780,,,,1,0
1000781,,,,1,0
1000782,,,,1,0
1000783,,,,1,0
1000784,,,,1,0
1000785,,,,1,0
1000786,,,,1,0
1000787,,,,1,0
1000788,,,,1,0
1000789,,,,1,0
1000790,,,,1,0
1000791,,,,1,0
1000792,,,,1,0
1000793,,,,1,0
1000794,,,,1,0
1000795,,,,1,0
1000796,,,,1,0
1000797,,,,1,0
1000798,,,,1,0
1000799,,,,1,0
1000800,,,,1,0
1000801,,,,1,0
1000802,,,,1,0
1000803,,,,1,0
1000804,,,,1,0
1000805,,,,1,0
1000806,,,,1,0
1000807,,,,1,0
1000809,,,,1,0
1000810,,,,1,0
1000811,,,,1,0
1000812,,,,1,0
1000813,,,,1,0
1000814,,,,1,0
1000815,,,,1,0
1000816,,,,1,0
1000817,,,,1,0
1000818,,,,1,0
1000819,,,,1,0
1000820,,,,1,0
1000821,,,,1,0
1000822,,,,1,0
1000823,,,,1,0
1000824,,,,1,0
1000825,,,,1,0
1000826,,,,1,0
1000827,,,,1,0
1000828,,,,1,0
1000829,,,,1,0
1000830,,,,1,0
1000831,,,,1,0
1000832,,,,1,0
1000833,,,,1,0
1000834,,,,1,0
1000835,,,,1,0
1000836,,,,1,0
1000837,,,,1,0
1000838,,,,1,0
1000839,,,,1,0
1000840,,,,1,0
1000841,,,,1,0
1000842,,,,1,0
1000843,,,,1,0
1000844,,,,1,0
1000845,,,,1,0
1000846,,,,1,0
1000847,,,,1,0
1000848,,,,1,0
1000849,,,,1,0
1000850,,,,1,0
1000851,,,,1,0
1000852,,,,1,0
1000854,,,,1,0
1000855,,,,1,0
1000856,,,,1,0
1000857,,,,1,0
1000858,,,,1,0
1000859,,,,1,0
1000860,,,,1,0
1000861,,,,1,0
1000862,,,,1,0
1000863,,,,1,0
1000865,,,,1,0
1000866,,,,1,0
1000867,,,,1,0
1000868,,,,1,0
1000869,,,,1,0
1000870,,,,1,0
1000871,,,,1,0
1000872,,,,1,0
1000873,,,,1,0
1000874,,,,1,0
1000875,,,,1,0
1000876,,,,1,0
1000877,,,,1,0
1000878,,,,1,0
1000879,,,,1,0
1000880,,,,1,0
1000881,,,,1,0
1000882,,,,1,0
1000883,,,,1,0
1000884,,,,1,0
1000885,,,,1,0
1000886,,,,1,0
1000887,,,,1,0
1000888,,,,1,0
1000889,,,,1,0
1000890,,,,1,0
1000891,,,,1,0
1000892,,,,1,0
1000893,,,,1,0
1000894,,,,1,0
1000895,,,,1,0
1000896,,,,1,0
1000897,,,,1,0
1000898,,,,1,0
1000899,,,,1,0
1000900,,,,1,0
1000901,,,,1,0
1000902,,,,1,0
1000903,,,,1,0
1000904,,,,1,0
1000905,,,,1,0
1000906,,,,1,0
1000907,,,,1,0
1000908,,,,1,0
1000909,,,,1,0
1000910,,,,1,0
1000912,,,,1,0
1000913,,,,1,0
1000914,,,,1,0
1000915,,,,1,0
1000916,,,,1,0
1000917,,,,1,0
1000918,,,,1,0
1000919,,,,1,0
1000920,,,,1,0
1000921,,,,1,0
1000922,,,,1,0
1000923,,,,1,0
1000924,,,,1,0
1000925,,,,1,0
1000926,,,,1,0
1000927,,,,1,0
1000928,,,,1,0
1000929,,,,1,0
1000930,,,,1,0
1000931,,,,1,0
1000932,,,,1,0
1000933,,,,1,0
1000934,,,,1,0
1000935,,,,1,0
1000936,,,,1,0
1000937,,,,1,0
1000938,,,,1,0
1000939,,,,1,0
1000940,,,,1,0
1000941,,,,1,0
1000942,,,,1,0
1000943,,,,1,0
1000944,,,,1,0
1000945,,,,1,0
1000946,,,,1,0
1000947,,,,1,0
1000948,,,,1,0
1000949,,,,1,0
1000950,,,,1,0
1000951,,,,1,0
1000952,,,,1,0
1000953,,,,1,0
1000954,,,,1,0
1000955,,,,1,0
1000956,,,,1,0
1000957,,,,1,0
1000958,,,,1,0
1000959,,,,1,0
1000960,,,,1,0
1000961,,,,1,0
1000962,,,,1,0
1000963,,,,1,0
1000964,,,,1,0
1000965,,,,1,0
1000966,,,,1,0
1000967,,,,1,0
1000968,,,,1,0
1000969,,,,1,0
1000970,,,,1,0
1000971,,,,1,0
1000972,,,,1,0
1000973,,,,1,0
1000974,,,,1,0
1000975,,,,1,0
1000976,,,,1,0
1000977,,,,1,0
1000978,,,,1,0
1000979,,,,1,0
1000980,,,,1,0
1000981,,,,1,0
1000982,,,,1,0
1000983,,,,1,0
1000984,,,,1,0
1000985,,,,1,0
1000986,,,,1,0
1000987,,,,1,0
1000988,,,,1,0
1000989,,,,1,0
1000990,,,,1,0
1000991,,,,1,0
1000992,,,,1,0
1000993,,,,1,0
1000994,,,,1,0
1000995,,,,1,0
1000996,,,,1,0
1000997,,,,1,0
1000998,,,,1,0
1000999,,,,1,0
1001000,,,,1,0
1001001,,,,1,0
1001002,,,,1,0
1001003,,,,1,0
1001004,,,,1,0
1001005,,,,1,0
1001006,,,,1,0
1001007,,,,1,0
1001008,,,,1,0
1001009,,,,1,0
1001010,,,,1,0
1001011,,,,1,0
1001012,,,,1,0
1001013,,,,1,0
1001014,,,,1,0
1001015,,,,1,0
1001016,,,,1,0
1001017,,,,1,0
1001018,,,,1,0
1001019,,,,1,0
1001020,,,,1,0
1001021,,,,1,0
1001022,,,,1,0
1001023,,,,1,0
1001024,,,,1,0
1001025,,,,1,0
1001026,,,,1,0
1001027,,,,1,0
1001028,,,,1,0
1001029,,,,1,0
1001030,,,,1,0
1001031,,,,1,0
1001032,,,,1,0
1001033,,,,1,0
1001034,,,,1,0
1001035,,,,1,0
1001036,,,,1,0
1001037,,,,1,0
1001038,,,,1,0
1001039,,,,1,0
1001040,,,,1,0
1001041,,,,1,0
1001042,,,,1,0
1001043,,,,1,0
1001044,,,,1,0
1001045,,,,1,0
1001046,,,,1,0
1001047,,,,1,0
1001048,,,,1,0
1001049,,,,1,0
1001050,,,,1,0
1001051,,,,1,0
1001052,,,,1,0
1001053,,,,1,0
1001054,,,,1,0
1001055,,,,1,0
1001056,,,,1,0
1001057,,,,1,0
1001058,,,,1,0
1001059,,,,1,0
1001060,,,,1,0
1001061,,,,1,0
1001062,,,,1,0
1001063,,,,1,0
1001064,,,,1,0
1001065,,,,1,0
1001066,,,,1,0
1001067,,,,1,0
1001068,,,,1,0
1001069,,,,1,0
1001070,,,,1,0
1001071,,,,1,0
1001072,,,,1,0
1001073,,,,1,0
1001074,,,,1,0
1001075,,,,1,0
1001076,,,,1,0
1001077,,,,1,0
1001078,,,,1,0
1001079,,,,1,0
1001080,,,,1,0
1001081,,,,1,0
1001082,,,,1,0
1001083,,,,1,0
1001084,,,,1,0
1001085,,,,1,0
1001086,,,,1,0
1001087,,,,1,0
1001088,,,,1,0
1001089,,,,1,0
1001090,,,,1,0
1001091,,,,1,0
1001092,,,,1,0
1001093,,,,1,0
1001094,,,,1,0
1001095,,,,1,0
1001096,,,,1,0
1001097,,,,1,0
1001098,,,,1,0
1001099,,,,1,0
1001100,,,,1,0
1001101,,,,1,0
1001102,,,,1,0
1001103,,,,1,0
1001104,,,,1,0
1001105,,,,1,0
1001106,,,,1,0
1001107,,,,1,0
1001108,,,,1,0
1001109,,,,1,0
1001110,,,,1,0
1001111,,,,1,0
1001112,,,,1,0
1001113,,,,1,0
1001114,,,,1,0
1001115,,,,1,0
1001116,,,,1,0
1001117,,,,1,0
1001118,,,,1,0
1001119,,,,1,0
1001120,,,,1,0
1001121,,,,1,0
1001122,,,,1,0
1001123,,,,1,0
1001124,,,,1,0
1001125,,,,1,0
1001126,,,,1,0
1001127,,,,1,0
1001128,,,,1,0
1001129,,,,1,0
1001130,,,,1,0
1001131,,,,1,0
1001132,,,,1,0
1001133,,,,1,0
1001134,,,,1,0
1001135,,,,1,0
1001136,,,,1,0
1001137,,,,1,0
1001138,,,,1,0
1001139,,,,1,0
1001140,,,,1,0
1001141,,,,1,0
1001142,,,,1,0
1001143,,,,1,0
1001144,,,,1,0
1001146,,,,1,0
1001147,,,,1,0
1001148,,,,1,0
1001150,,,,1,0
1001151,,,,1,0
1001152,,,,1,0
1001153,,,,1,0
1001154,,,,1,0
1001155,,,,1,0
1001156,,,,1,0
1001157,,,,1,0
1001158,,,,1,0
1001159,,,,1,0
1001160,,,,1,0
1001161,,,,1,0
1001162,,,,1,0
1001163,,,,1,0
1001164,,,,1,0
1001165,,,,1,0
1001166,,,,1,0
1001167,,,,1,0
1001168,,,,1,0
1001169,,,,1,0
1001170,,,,1,0
1001171,,,,1,0
1001172,,,,1,0
1001173,,,,1,0
1001174,,,,1,0
1001175,,,,1,0
1001177,,,,1,0
1001178,,,,1,0
1001179,,,,1,0
1001180,,,,1,0
1001181,,,,1,0
1001182,,,,1,0
1001183,,,,1,0
1001184,,,,1,0
1001185,,,,1,0
1001186,,,,1,0
1001187,,,,1,0
1001188,,,,1,0
1001189,,,,1,0
1001190,,,,1,0
1001191,,,,1,0
1001192,,,,1,0
1001193,,,,1,0
1001194,,,,1,0
1001195,,,,1,0
1001196,,,,1,0
1001197,,,,1,0
1001198,,,,1,0
1001199,,,,1,0
1001200,,,,1,0
1001201,,,,1,0
1001202,,,,1,0
1001203,,,,1,0
1001204,,,,1,0
1001205,,,,1,0
1001206,,,,1,0
1001207,,,,1,0
1001208,,,,1,0
1001209,,,,1,0
1001210,,,,1,0
1001211,,,,1,0
1001212,,,,1,0
1001213,,,,1,0
1001214,,,,1,0
1001215,,,,1,0
1001216,,,,1,0
1001217,,,,1,0
1001218,,,,1,0
1001219,,,,1,0
1001220,,,,1,0
1001221,,,,1,0
1001222,,,,1,0
1001223,,,,1,0
1001224,,,,1,0
1001225,,,,1,0
1001226,,,,1,0
1001227,,,,1,0
1001228,,,,1,0
1001229,,,,1,0
1001230,,,,1,0
1001231,,,,1,0
1001232,,,,1,0
1001233,,,,1,0
1001234,,,,1,0
1001235,,,,1,0
1001236,,,,1,0
1001237,,,,1,0
1001238,,,,1,0
1001239,,,,1,0
1001240,,,,1,0
1001241,,,,1,0
1001242,,,,1,0
1001243,,,,1,0
1001244,,,,1,0
1001245,,,,1,0
1001246,,,,1,0
1001247,,,,1,0
1001248,,,,1,0
1001249,,,,1,0
1001250,,,,1,0
1001251,,,,1,0
1001252,,,,1,0
1001253,,,,1,0
1001254,,,,1,0
1001255,,,,1,0
1001256,,,,1,0
1001257,,,,1,0
1001258,,,,1,0
1001259,,,,1,0
1001260,,,,1,0
1001261,,,,1,0
1001262,,,,1,0
1001263,,,,1,0
1001264,,,,1,0
1001265,,,,1,0
1001266,,,,1,0
1001267,,,,1,0
1001268,,,,1,0
1001269,,,,1,0
1001270,,,,1,0
1001271,,,,1,0
1001272,,,,1,0
1001273,,,,1,0
1001274,,,,1,0
1001275,,,,1,0
1001276,,,,1,0
1001277,,,,1,0
1001278,,,,1,0
1001279,,,,1,0
1001280,,,,1,0
1001281,,,,1,0
1001282,,,,1,0
