product_id,provider_id,product_name,product_status,description,price,product_image,quantity,sold_quantity,position,rating,create_at,update_at,delete_at,calo
1000033,1000085,#364 Fresh Avacado Smoothie,1,.,6.25,https://d1ralsognjng37.cloudfront.net/5953584a-8cab-410b-a81c-3648c76d145b.jpeg,1000,1000,1,4.1,2021-10-04 07:26:50,2021-10-04 07:26:50,,300
1000034,1000085,#365 Fresh Durian Smoothie,1,.,6.95,https://d1ralsognjng37.cloudfront.net/1145d29f-77af-4157-a250-80aa3a54b55e.jpeg,1000,1000,1,4.6,2021-02-25 13:37:41,2021-02-25 13:37:41,,300
1000035,1000085,#401GG Thai Milk Tea with Grass Jelly,1,.,6.5,https://d1ralsognjng37.cloudfront.net/b1e28106-53fc-4c68-afa7-043ee65304f8.jpeg,1000,1000,1,4.0,2020-04-23 04:02:01,2020-04-23 04:02:01,,300
1000036,1000085,#402(GG) Oolong Milk Tea w/Grass Jelly,1,.,6.5,https://d1ralsognjng37.cloudfront.net/110fa984-5269-49cf-bd51-9e3cdbba17b7.jpeg,1000,1000,1,3.8,2019-11-27 19:25:03,2019-11-27 19:25:03,,300
1000037,1000085,#415T Black Sugar With Pearls Latte (500 ml),1,.,6.2,https://d1ralsognjng37.cloudfront.net/17ab6333-d1d2-4a27-992d-755051ed3add.jpeg,1000,1000,1,3.8,2021-08-22 07:28:22,2021-08-22 07:28:22,,300
1000038,1000085,#430 Green Tea Yogurty,1,.,4.0,https://d1ralsognjng37.cloudfront.net/12753c9c-ca7c-4c6f-9ba9-23cb7c98325b.jpeg,1000,1000,1,4.4,2018-09-05 05:11:41,2018-09-05 05:11:41,,300
1000039,1000085,#431 Strawberry Yogurty,1,.,4.0,https://d1ralsognjng37.cloudfront.net/33f983be-ef24-491b-9f95-08aada36d957.jpeg,1000,1000,1,3.8,2018-10-27 02:07:27,2018-10-27 02:07:27,,300
1000040,1000085,#432(JB) Lychee Yogurty w/Strawberry popping Juice Ball,1,.,5.0,https://d1ralsognjng37.cloudfront.net/d77fdb0e-8b8d-4d9d-a5a3-ffb96e6d370a.jpeg,1000,1000,1,4.5,2019-02-12 04:53:50,2019-02-12 04:53:50,,300
1000041,1000085,#432JB Lychee Yogurty with Juice Balls,1,.,5.0,https://d1ralsognjng37.cloudfront.net/8e3ca083-b217-4350-88b2-221363620713.jpeg,1000,1000,1,4.0,2020-03-12 16:26:11,2020-03-12 16:26:11,,300
1000042,1000085,#433(LJ) Peach Yogurty W/Lychee Jelly,1,.,4.5,https://d1ralsognjng37.cloudfront.net/75b25a23-7b64-4948-9870-55c76f76721c.jpeg,1000,1000,1,4.6,2019-07-26 09:03:09,2019-07-26 09:03:09,,300
1000043,1000085,#434 Green Apple Yogurty,1,.,4.0,,1000,1000,1,4.5,2020-01-25 20:13:36,2020-01-25 20:13:36,,300
1000044,1000085,#435(A) Grapefruit Yogurty W/Aloe,1,.,4.75,,1000,1000,1,4.1,2018-09-19 10:06:19,2018-09-19 10:06:19,,300
1000045,1000085,#452 Bi Luo Chun Green Tea,1,.,4.95,https://d1ralsognjng37.cloudfront.net/820dfc3c-dda4-4a08-b541-e73d4968303e.jpeg,1000,1000,1,3.6,2018-11-06 22:42:49,2018-11-06 22:42:49,,300
1000046,1000085,#453 High Mountain Oolong Green Tea,1,.,4.95,https://d1ralsognjng37.cloudfront.net/5c4921a3-4d5e-4ace-9947-02a39a23a772.jpeg,1000,1000,1,3.5,2021-12-31 02:06:50,2021-12-31 02:06:50,,300
1000047,1000085,#454 Chrysanthemum Pu Erh Tea,1,.,4.95,,1000,1000,1,4.5,2018-10-02 23:07:59,2018-10-02 23:07:59,,300
1000048,1000085,#462 New Zealand Apple Green Tea,1,.,4.95,,1000,1000,1,4.2,2019-04-04 18:58:39,2019-04-04 18:58:39,,300
1000049,1000085,#463 Chamomile Black Tea,1,.,4.95,,1000,1000,1,4.4,2021-07-05 16:05:29,2021-07-05 16:05:29,,300
1000050,1000085,#464 Korean Citron Tea,1,.,4.95,,1000,1000,1,3.7,2018-10-04 01:33:09,2018-10-04 01:33:09,,300
1000051,1000085,#502 Popcorn Chicken,1,.,7.0,https://d1ralsognjng37.cloudfront.net/a2c75c07-c218-4eb4-9028-b2ccaa8c7b22.jpeg,1000,1000,1,4.9,2018-01-19 02:55:31,2018-01-19 02:55:31,,300
1000052,1000085,#505 French Fries,1,.,5.75,,1000,1000,1,4.5,2021-05-06 16:13:05,2021-05-06 16:13:05,,300
1000053,1000085,#508 Chicken Fries(8pc),1,.,6.5,,1000,1000,1,4.7,2021-08-03 02:52:26,2021-08-03 02:52:26,,300
1000054,1000085,#522 Fish Tofu,1,.,6.25,,1000,1000,1,4.8,2021-04-04 00:37:26,2021-04-04 00:37:26,,300
1000055,1000085,#530 Fish Balls,1,.,5.5,https://d1ralsognjng37.cloudfront.net/1ef41a28-32f6-445f-a9fe-d2694adb59e2.jpeg,1000,1000,1,4.0,2021-11-30 06:52:02,2021-11-30 06:52:02,,300
1000056,1000085,#535 Takoyaki Balls (5pc),1,.,6.95,https://d1ralsognjng37.cloudfront.net/42b63697-cf22-4e0e-aae2-96c54b5092cf.jpeg,1000,1000,1,4.9,2018-01-01 19:03:11,2018-01-01 19:03:11,,300
1000057,1000085,#536 Golden Manto with Condensed Milk (4pc),1,.,5.99,https://d1ralsognjng37.cloudfront.net/bf0492e1-0f95-4a01-9756-033718c25f3a.jpeg,1000,1000,1,3.9,2020-06-27 15:39:11,2020-06-27 15:39:11,,300
1000058,1000085,#539 PotStickers (Chicken) 10pc,1,.,8.5,https://d1ralsognjng37.cloudfront.net/bb1c58ec-c58c-49ce-baaa-77b3b827a781.jpeg,1000,1000,1,4.3,2019-12-13 22:36:06,2019-12-13 22:36:06,,300
1000059,1000085,#540 PotStickers (Pork) 10pc,1,.,8.5,https://d1ralsognjng37.cloudfront.net/f2df7ba8-c528-4c1f-b7d2-fd50b6ac6c8c.jpeg,1000,1000,1,3.6,2019-05-05 03:44:01,2019-05-05 03:44:01,,300
1000060,1000085,#660 Cheesecake Factory Cheesecake,1,.,7.25,https://d1ralsognjng37.cloudfront.net/03b87bd6-2380-484f-b029-d4527e9c529d.jpeg,1000,1000,1,3.6,2020-01-05 11:57:18,2020-01-05 11:57:18,,300
1000061,1000085,#663 Pudding Jelly Dessert,1,.,2.25,https://d1ralsognjng37.cloudfront.net/7852f422-b216-433a-a2c4-4875b3724621.jpeg,1000,1000,1,3.6,2021-04-17 16:18:16,2021-04-17 16:18:16,,300
1000062,1000085,#664Japanese Hokkaido Cream waffles cakes (4pc),1,.,6.5,https://d1ralsognjng37.cloudfront.net/ae3334c4-95d2-445f-a2ab-45c11c3f3c65.jpeg,1000,1000,1,4.3,2019-01-17 12:39:54,2019-01-17 12:39:54,,300
1000063,1000085,#666 Grass Jelly Taro ball Dessert,1,.,9.5,https://d1ralsognjng37.cloudfront.net/287c2c31-9489-4234-82c8-0aa2647bb9ec.jpeg,1000,1000,1,4.0,2018-04-02 04:32:07,2018-04-02 04:32:07,,300
1000064,1000085,#669 Japanese Strawberry Waffle Cake(4pc),1,.,6.5,https://d1ralsognjng37.cloudfront.net/f523e163-2517-429d-baba-9cfd583ef3db.png,1000,1000,1,4.7,2018-03-25 13:59:46,2018-03-25 13:59:46,,300
1000065,1000085,#671 Strawberry Roll Cakes,1,.,8.0,https://d1ralsognjng37.cloudfront.net/a6ea61d1-3687-4e8d-b1ba-16f41b9d3129.jpeg,1000,1000,1,3.7,2021-12-27 15:05:38,2021-12-27 15:05:38,,300
1000066,1000085,#708 Shiitake Mushroom Chicken W/Rice,1,.,12.0,,1000,1000,1,3.7,2021-02-12 20:39:54,2021-02-12 20:39:54,,300
1000067,1000085,#711 Curry Chicken,1,.,12.0,,1000,1000,1,4.0,2018-07-18 02:52:48,2018-07-18 02:52:48,,300
1000068,1000085,#761 Chicken Fried Rice,1,.,11.0,,1000,1000,1,4.3,2018-09-07 05:43:17,2018-09-07 05:43:17,,300
1000069,1000085,#999 Steam Rice,1,.,2.5,https://d1ralsognjng37.cloudfront.net/cb734dad-14ae-4046-b12c-5ef13536da88.jpeg,1000,1000,1,4.7,2019-04-30 04:55:47,2019-04-30 04:55:47,,300
1000070,1000033,#CHEFSMASH: Always Sunny in Philadelphia,1,.,16.0,https://d1ralsognjng37.cloudfront.net/02ebda11-0b72-4e31-b09e-90e7b6cf3585.jpeg,1000,1000,1,4.1,2020-12-18 17:00:25,2020-12-18 17:00:25,,300
1000071,1000092,'Zone Cheesey Sliders & Fries,1,,9.98,,1000,1000,1,4.9,2021-04-29 02:25:14,2021-04-29 02:25:14,,300
1000072,1000072,(Chef Boyardee) Beef Ravioli in Tomato Sauce,1,,4.99,,1000,1000,1,4.9,2018-11-28 20:11:12,2018-11-28 20:11:12,,300
1000073,1000042,**New** Bottle of Fattoush Dressing and Chips (16oz),1,,8.99,,1000,1000,1,4.0,2020-09-28 18:32:01,2020-09-28 18:32:01,,300
1000074,1000042,**New** Bottle of Garlic Sauce (16oz),1,,8.99,,1000,1000,1,4.7,2018-12-16 12:18:02,2018-12-16 12:18:02,,300
1000075,1000042,**New** Bottle of Hot Sauce (16oz),1,,8.99,,1000,1000,1,4.9,2021-06-10 06:24:38,2021-06-10 06:24:38,,300
1000076,1000042,**New** Bottle of Tahini Sauce (16oz),1,,8.99,,1000,1000,1,4.9,2020-02-20 16:03:18,2020-02-20 16:03:18,,300
1000077,1000022,1 Beef Samosa,1,May need to be re-heated (not halal).,2.99,,1000,1000,1,4.8,2021-01-14 10:11:15,2021-01-14 10:11:15,,300
1000078,1000048,1 Breakfast Burrito Extra Value Meal [453.0 Cals],1,"Calories do not reflect customization or additional ingredients.Adults and youth (ages 13 and older) need an average of 2,000 calories a day, and children (ages 4 to 12) need an average of 1,500 calories a day. However, individual needs vary.",5.39,https://d1ralsognjng37.cloudfront.net/0e1f9c5e-dcec-4550-85c6-6abdd369414c.jpeg,1000,1000,1,4.9,2019-05-07 04:57:38,2019-05-07 04:57:38,,300
1000079,1000022,1 Chicken Samosa,1,May need to be re-heated (non-halal/kosher).,2.99,,1000,1000,1,3.7,2020-10-29 21:44:01,2020-10-29 21:44:01,,300
1000080,1000061,1 Chocolate Chip Cookie,1,,1.19,,1000,1000,1,3.8,2021-05-29 10:37:29,2021-05-29 10:37:29,,300
1000081,1000069,1 Free “Mango Pomelo Yogurt” Ticket (1张杨枝甘露酸奶免费餐券)♥,1,"★We will give you 1 free ""Mango Pomelo Yogurt "" drink ticket. Ticket use only in store.★ Term: 1. Maximum redeem 2 tickets per visit. 2. Must show online order history with matched order number.",6.95,,1000,1000,1,4.7,2020-09-15 01:36:22,2020-09-15 01:36:22,,300
1000083,1000072,1 Microwave Popcorn Packet,1,1 butter flavor microwavable packet.,1.99,,1000,1000,1,4.8,2018-04-02 14:48:14,2018-04-02 14:48:14,,300
1000084,1000020,1 Microwave Popcorn has (3 Packets),1,,5.99,,1000,1000,1,4.6,2021-01-22 21:23:47,2021-01-22 21:23:47,,300
1000085,1000022,1 Vegetable Samosa,1,May need to be re-heated.,2.99,,1000,1000,1,4.0,2020-11-24 20:11:15,2020-11-24 20:11:15,,300
1000086,1000035,1% Chocolate Milk- 473ml,1,.,2.49,https://d1ralsognjng37.cloudfront.net/471d84e4-4aa8-4589-93c4-35a22bc6beb8.jpeg,1000,1000,1,4.5,2021-06-27 17:49:20,2021-06-27 17:49:20,,300
1000087,1000047,1% Milk Bottle [110.0 Cals],1,1% Milk Bottle [110.,1.59,https://d1ralsognjng37.cloudfront.net/21087ad3-bf84-438f-b2c2-ea2136cdbd0b.jpeg,1000,1000,1,4.1,2018-08-28 06:11:19,2018-08-28 06:11:19,,300
1000088,1000048,1% Milk Bottle [110.0 Cals],1,"Calories do not reflect customization or additional ingredients.Adults and youth (ages 13 and older) need an average of 2,000 calories a day, and children (ages 4 to 12) need an average of 1,500 calories a day. However, individual needs vary.",1.59,https://d1ralsognjng37.cloudfront.net/583fe18e-7446-464f-ad2b-fb45b6c25d81.jpeg,1000,1000,1,4.9,2019-10-28 16:39:13,2019-10-28 16:39:13,,300
1000089,1000090,1/2 Rack of Ribs,1,,15.25,,1000,1000,1,4.8,2018-08-26 04:44:19,2018-08-26 04:44:19,,300
1000090,1000061,1/4 Pound Popcorn Shrimp Combo,1,"Tender crispy shrimp seasoned in Louisiana herbs and spices then served up crispy in our unique Southern style breading. Includes a choice of regular signature side, a biscuit and a drink. *Weight based on pre-cooked shrimp weight.",9.99,https://d1ralsognjng37.cloudfront.net/6ae91037-f94c-4c72-a8ee-caab79a375a0.jpeg,1000,1000,1,4.7,2019-10-31 04:47:53,2019-10-31 04:47:53,,300
1000091,1000061,1/4 Pound Popcorn Shrimp Platter,1,"Tender crispy shrimp seasoned in Louisiana herbs and spices then served up crispy in our unique Southern style breading. Includes a choice of regular signature side, a biscuit and a drink. *Weight based on pre-cooked shrimp weight.",11.49,,1000,1000,1,3.8,2021-04-29 15:13:07,2021-04-29 15:13:07,,300
1000092,1000062,10 Chevaps,1,.,10.0,https://d1ralsognjng37.cloudfront.net/61d2f310-690b-485d-925f-c8da1fc5550f.jpeg,1000,1000,1,4.5,2019-06-23 18:12:03,2019-06-23 18:12:03,,300
1000093,1000039,10 Wing Dinner,1,"Unforgettable since 1978, our chicken wings are amazing! Your choice of Original Roadhouse wings (breaded) or New York style wings (non-breaded). Served with your choice of side and blue cheese or ranch dipping sauce, carrots and celery.",24.7,https://d1ralsognjng37.cloudfront.net/2e4508bd-4ccf-4837-b5c0-3e3959948513.jpeg,1000,1000,1,3.6,2021-10-20 03:43:33,2021-10-20 03:43:33,,300
1000094,1000061,10 Wings,1,"Our Chicken is marinated for at least 12 hours, then hand-battered, hand-breaded and bursting with bold Louisiana flavour.",16.49,https://d1ralsognjng37.cloudfront.net/8a347dc4-c623-4683-a4a6-79e604aa56ab.jpeg,1000,1000,1,3.9,2020-08-15 05:24:33,2020-08-15 05:24:33,,300
1000095,1000051,10 oz AAA Sirloin,1,"Tender, juicy Canadian AAA top sirloin - aged for 50 days, seasoned to perfection and fire-grilled to order. Served with two onion rings, your choice of in-house baked beans or coleslaw and seasoned fries. *Cannot guarantee steak doneness for take-out.",29.89,https://d1ralsognjng37.cloudfront.net/a39056e3-5c7f-4bb3-b9c3-2b4cc9519092.jpeg,1000,1000,1,4.1,2020-05-02 05:10:51,2020-05-02 05:10:51,,300
1000096,1000051,10 oz AAA Striploin,1,"This centre cut, AAA Canadian Striploin is for the real steak lovers out there. Seasoned in house for 8 hours and then grilled to order. Served with two onion rings, your choice of in-house baked beans or coleslaw and seasoned fries. *Cannot guarantee steak doneness for take-out.",34.49,https://d1ralsognjng37.cloudfront.net/b8874975-342d-40b5-9406-d75026a9a428.jpeg,1000,1000,1,4.3,2018-09-28 16:42:30,2018-09-28 16:42:30,,300
1000097,1000000,100% Colombian Coffee 12oz,1,Start the morning off on the right foot with our exclusive blend of coffee. Go ahead and open that bag and take a deep breath…we all know how good that smells….mmmmmm…..,8.79,https://d1ralsognjng37.cloudfront.net/73396aec-adec-4eaf-8951-92c48780cf3f.jpeg,1000,1000,1,4.7,2019-12-15 01:46:30,2019-12-15 01:46:30,,300
1000099,1000022,100% Juice Cranberry Ocean Spray,1,,5.58,,1000,1000,1,4.5,2021-07-12 04:24:37,2021-07-12 04:24:37,,300
1000100,1000072,100% Juice Cranberry Ocean Spray,1,.,6.99,https://d1ralsognjng37.cloudfront.net/4cee83e9-ada3-44ab-8cd8-cc7b2af38d7d.jpeg,1000,1000,1,4.3,2018-08-29 00:44:54,2018-08-29 00:44:54,,300
1000101,1000089,100% Pure Mazola Corn Oil,1,.,9.25,https://d1ralsognjng37.cloudfront.net/f6655b4e-388c-4a3d-ae10-7dc66a4bea68.jpeg,1000,1000,1,4.5,2019-02-11 14:20:52,2019-02-11 14:20:52,,300
1000102,1000089,100% Pure Mazola Oil,1,.,5.25,https://d1ralsognjng37.cloudfront.net/5f159f20-3710-4160-b667-84dbae133a74.jpeg,1000,1000,1,4.0,2020-07-22 08:02:59,2020-07-22 08:02:59,,300
1000103,1000060,101 B & T Special Beef Noodle Soup Pho (边城特别牛肉粉),1,.,11.95,https://d1ralsognjng37.cloudfront.net/0cff7574-4aeb-4299-971e-d3b3a06ac37d.jpeg,1000,1000,1,3.9,2018-05-25 10:22:07,2018-05-25 10:22:07,,300
1000104,1000055,101 House Noodle 招牌面,1,"Served with sliced beef, braised lamb, BBQ chicken, beef tripe, fried egg, pickled turnip, cilantro, and scallion.",14.99,https://d1ralsognjng37.cloudfront.net/1319e04a-19d5-457b-a7fb-20a65a012485,1000,1000,1,4.1,2020-06-19 11:39:28,2020-06-19 11:39:28,,300
1000105,1000060,102 Rare Lean Beef Pho (生牛肉粉),1,.,11.95,https://d1ralsognjng37.cloudfront.net/18a3bb61-11e6-4f73-8da9-c9f3e9c7b7c9.jpeg,1000,1000,1,4.6,2020-09-04 16:40:08,2020-09-04 16:40:08,,300
1000106,1000055,102 Tender Riblet Noodle 铁板牛仔骨面,1,"Served with BBQ short ribs, pickled turnip, cilantro, and scallion.",14.29,https://d1ralsognjng37.cloudfront.net/f53bfca8-69ad-4372-8275-64fbf2cbeb2a.jpeg,1000,1000,1,4.1,2018-04-15 05:53:10,2018-04-15 05:53:10,,300
1000107,1000055,103 Original Noodle 传统牛肉面,1,"Served with sliced beef, pickled turnip, cilantro, and scallion.",14.29,https://d1ralsognjng37.cloudfront.net/0291416a-c5e2-469f-8fda-524bd948c861.jpeg,1000,1000,1,4.1,2020-08-24 08:47:47,2020-08-24 08:47:47,,300
1000108,1000060,103 Rare Lean Beef & Stripe Pho (生肉百叶粉),1,.,11.95,https://d1ralsognjng37.cloudfront.net/ff84cde3-d348-4881-b157-636d54c06ad5.jpeg,1000,1000,1,4.2,2018-02-21 06:06:26,2018-02-21 06:06:26,,300
1000109,1000060,104 Rare Lean Beef & Soft Tendon Pho (生肉牛筋粉),1,.,11.95,https://d1ralsognjng37.cloudfront.net/3bd78107-c490-4a1e-91d6-6c8d8aa2ef88.jpeg,1000,1000,1,3.6,2018-03-04 23:34:07,2018-03-04 23:34:07,,300
1000110,1000055,104 Spicy Pork Intestine Noodle 香辣肥肠面,1,"Served with spicy pig intestine, pickled turnip, cilantro, and scallion.",14.29,https://d1ralsognjng37.cloudfront.net/93930e61-2e96-42ee-8aa8-d555362ee19e.jpeg,1000,1000,1,3.9,2020-05-02 20:05:38,2020-05-02 20:05:38,,300
1000111,1000055,105 BBQ Chicken Noodle 铁板鸡扒面,1,"Served with BBQ chicken, pickled turnip, cilantro, and scallion.",14.29,https://d1ralsognjng37.cloudfront.net/1a9c97d1-9c5b-4aab-a801-12180a3ccab2.jpeg,1000,1000,1,4.5,2018-05-13 10:54:43,2018-05-13 10:54:43,,300
1000112,1000060,105 Rare Lean Beef & Flank Brisket Pho (生牛肉牛腩粉),1,.,11.95,https://d1ralsognjng37.cloudfront.net/eb0307ec-f3e4-417e-bb4c-4c1b6f0052f3.jpeg,1000,1000,1,3.9,2019-03-05 05:11:40,2019-03-05 05:11:40,,300
